[2026-05-06 14:08:12] CONFIG agg=attention seed=1 total_steps=1000000 n_envs=16 device=cpu scenario=train_random_switch use_rbar=False rbar_floor=0.0 hidden_dim=64 r_gate=5.0 lambda_ewma=0.1 sigma_min=0.05 run_name=attention_full_distance_penalty method=attention_full_distance_penalty resume_from=none resume_global_step=0 use_safety_cost=True cost_type=distance_warning fallback_penalty=True beta_cost=5.0 use_risk_bias=False lambda_bias=0.2
FALLBACK: cost-penalty, not PPO-Lagrangian.
Using cpu device
Logging to /root/workspace/uav-risk-rl/runs/p1_three_seed/attention_full_distance_penalty_s1/PPO_1
[2026-05-06 14:08:14] TRAIN_START total_steps=1000000 start_num_timesteps=0
---------------------------------
| rollout/           |          |
|    value_loss           | 4.37        |
-----------------------------------------
[2026-05-06 14:09:48] HEARTBEAT steps=163856/1000000 percent= 16.39% rate=  1742.3 step/s eta=   8.00 min
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 56.8      |
|    ep_rew_mean          | 14.3      |
|    success_rate         | 0.91      |
| time/                   |           |
|    fps                  | 1832      |
|    iterations           | 11        |
|    time_elapsed         | 98        |
|    total_timesteps      | 180224    |
| train/                  |           |
|    approx_kl            | 0.0144317 |
|    clip_fraction        | 0.18      |
|    clip_range           | 0.2       |
|    entropy_loss         | -3.53     |
|    explained_variance   | 0.513     |
|    learning_rate        | 0.0003    |
|    loss                 | 2.12      |
|    n_updates            | 100       |
|    policy_gradient_loss | -0.012    |
|    std                  | 0.78      |
|    value_loss           | 4.74      |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 54.1       |
|    ep_rew_mean          | 14.9       |
|    success_rate         | 0.91       |
| time/                   |            |
|    fps                  | 1826       |
|    iterations           | 12         |
|    time_elapsed         | 107        |
|    total_timesteps      | 196608     |
| train/                  |            |
|    approx_kl            | 0.01676035 |
|    clip_fraction        | 0.178      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.44      |
|    explained_variance   | 0.264      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.56       |
|    n_updates            | 110        |
|    policy_gradient_loss | -0.00969   |
|    std                  | 0.755      |
|    value_loss           | 4.95       |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51.8         |
|    ep_rew_mean          | 15.7         |
|    success_rate         | 0.92         |
| time/                   |              |
|    fps                  | 1824         |
|    iterations           | 13           |
|    time_elapsed         | 116          |
|    total_timesteps      | 212992       |
| train/                  |              |
|    approx_kl            | 0.0155859925 |
|    clip_fraction        | 0.184        |
|    clip_range           | 0.2          |
|    entropy_loss         | -3.36        |
|    explained_variance   | 0.181        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.94         |
|    n_updates            | 120          |
|    policy_gradient_loss | -0.00949     |
|    std                  | 0.736        |
|    value_loss           | 4.41         |
------------------------------------------
[2026-05-06 14:10:18] HEARTBEAT steps=222320/1000000 percent= 22.23% rate=  1792.2 step/s eta=   7.23 min
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 51.9        |
|    ep_rew_mean          | 18.2        |
|    success_rate         | 0.99        |
| time/                   |             |
|    fps                  | 1823        |
|    iterations           | 14          |
|    time_elapsed         | 125         |
|    total_timesteps      | 229376      |
| train/                  |             |
|    approx_kl            | 0.017337035 |
|    clip_fraction        | 0.207       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.28       |
|    explained_variance   | 0.0985      |
|    learning_rate        | 0.0003      |
|    loss                 | 1.66        |
|    n_updates            | 130         |
|    policy_gradient_loss | -0.01       |
|    std                  | 0.72        |
|    value_loss           | 3.8         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 50.3        |
|    ep_rew_mean          | 18.4        |
|    success_rate         | 0.98        |
| time/                   |             |
|    fps                  | 1819        |
|    iterations           | 15          |
|    time_elapsed         | 135         |
|    total_timesteps      | 245760      |
| train/                  |             |
|    approx_kl            | 0.020779256 |
|    clip_fraction        | 0.232       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.18       |
|    explained_variance   | 0.0748      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.997       |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.0112     |
|    std                  | 0.695       |
|    value_loss           | 1.72        |
-----------------------------------------
[2026-05-06 14:10:35] CHECKPOINT_SAVED local_step=250000 global_step=250000 path=/root/workspace/uav-risk-rl/checkpoints/p1_three_seed/attention_full_distance_penalty_s1_step250000.zip
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 47          |
|    ep_rew_mean          | 19.1        |
|    success_rate         | 0.99        |
| time/                   |             |
|    fps                  | 1812        |
|    iterations           | 16          |
|    time_elapsed         | 144         |
|    total_timesteps      | 262144      |
| train/                  |             |
|    approx_kl            | 0.019836022 |
|    clip_fraction        | 0.228       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.08       |
|    explained_variance   | 0.122       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.13        |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.00979    |
|    std                  | 0.669       |
|    value_loss           | 1.84        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 45.4        |
|    ep_rew_mean          | 19.1        |
|    success_rate         | 0.98        |
| time/                   |             |
|    fps                  | 1808        |
|    iterations           | 17          |
|    time_elapsed         | 154         |
|    total_timesteps      | 278528      |
| train/                  |             |
|    approx_kl            | 0.021115169 |
|    clip_fraction        | 0.225       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.95       |
|    explained_variance   | 0.318       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.139       |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.0107     |
|    std                  | 0.643       |
|    value_loss           | 0.789       |
-----------------------------------------
[2026-05-06 14:10:53] HEARTBEAT steps=278544/1000000 percent= 27.85% rate=  1751.4 step/s eta=   6.87 min
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 45.5        |
|    ep_rew_mean          | 19.5        |
|    success_rate         | 0.98        |
| time/                   |             |
|    fps                  | 1804        |
|    iterations           | 18          |
|    time_elapsed         | 163         |
|    total_timesteps      | 294912      |
| train/                  |             |
|    approx_kl            | 0.018412992 |
|    clip_fraction        | 0.202       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.85       |
|    explained_variance   | 0.404       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0973      |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.00785    |
|    std                  | 0.62        |
|    value_loss           | 1.35        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 44.6       |
|    ep_rew_mean          | 20.1       |
|    success_rate         | 1          |
| time/                   |            |
|    fps                  | 1802       |
|    iterations           | 19         |
|    time_elapsed         | 172        |
|    total_timesteps      | 311296     |
| train/                  |            |
|    approx_kl            | 0.02467895 |
|    clip_fraction        | 0.241      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.74      |
|    explained_variance   | 0.474      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.048      |
|    n_updates            | 180        |
|    policy_gradient_loss | -0.00572   |
|    std                  | 0.597      |
|    value_loss           | 1.01       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 43         |
|    ep_rew_mean          | 19.8       |
|    success_rate         | 0.98       |
| time/                   |            |
|    fps                  | 1801       |
|    iterations           | 20         |
|    time_elapsed         | 181        |
|    total_timesteps      | 327680     |
| train/                  |            |
|    approx_kl            | 0.02164523 |
|    clip_fraction        | 0.214      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.62      |
|    explained_variance   | 0.57       |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0679     |
|    n_updates            | 190        |
|    policy_gradient_loss | -0.00704   |
|    std                  | 0.575      |
|    value_loss           | 0.962      |
----------------------------------------
[2026-05-06 14:11:23] HEARTBEAT steps=335424/1000000 percent= 33.54% rate=  1774.3 step/s eta=   6.24 min
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 43          |
|    ep_rew_mean          | 20.2        |
|    success_rate         | 0.99        |
| time/                   |             |
|    fps                  | 1798        |
|    iterations           | 21          |
|    time_elapsed         | 191         |
|    total_timesteps      | 344064      |
| train/                  |             |
|    approx_kl            | 0.020011619 |
|    clip_fraction        | 0.219       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.52       |
|    explained_variance   | 0.57        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0985      |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.00595    |
|    std                  | 0.554       |
|    value_loss           | 1.27        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 42.1        |
|    ep_rew_mean          | 20          |
|    success_rate         | 0.98        |
| time/                   |             |
|    fps                  | 1796        |
|    iterations           | 22          |
|    time_elapsed         | 200         |
|    total_timesteps      | 360448      |
| train/                  |             |
|    approx_kl            | 0.018573709 |
|    clip_fraction        | 0.202       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.41       |
|    explained_variance   | 0.591       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.39        |
|    n_updates            | 210         |
|    policy_gradient_loss | -0.00608    |
|    std                  | 0.534       |
|    value_loss           | 1.03        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 41.7       |
|    ep_rew_mean          | 20.5       |
|    success_rate         | 0.99       |
| time/                   |            |
|    fps                  | 1793       |
|    iterations           | 23         |
|    time_elapsed         | 210        |
|    total_timesteps      | 376832     |
| train/                  |            |
|    approx_kl            | 0.02049661 |
|    clip_fraction        | 0.217      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.31      |
|    explained_variance   | 0.682      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.507      |
|    n_updates            | 220        |
|    policy_gradient_loss | -0.00441   |
|    std                  | 0.517      |
|    value_loss           | 0.738      |
----------------------------------------
[2026-05-06 14:11:53] HEARTBEAT steps=392032/1000000 percent= 39.20% rate=  1789.8 step/s eta=   5.66 min
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 41.4       |
|    ep_rew_mean          | 20.6       |
|    success_rate         | 0.99       |
| time/                   |            |
|    fps                  | 1792       |
|    iterations           | 24         |
|    time_elapsed         | 219        |
|    total_timesteps      | 393216     |
| train/                  |            |
|    approx_kl            | 0.02267672 |
|    clip_fraction        | 0.222      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.21      |
|    explained_variance   | 0.626      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0189     |
|    n_updates            | 230        |
|    policy_gradient_loss | -0.0053    |
|    std                  | 0.497      |
|    value_loss           | 0.895      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 41.2        |
|    ep_rew_mean          | 21          |
|    success_rate         | 1           |
| time/                   |             |
|    fps                  | 1792        |
|    iterations           | 25          |
|    time_elapsed         | 228         |
|    total_timesteps      | 409600      |
| train/                  |             |
|    approx_kl            | 0.018708494 |
|    clip_fraction        | 0.206       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.08       |
|    explained_variance   | 0.798       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.986       |
|    n_updates            | 240         |
|    policy_gradient_loss | -0.00629    |
|    std                  | 0.479       |
|    value_loss           | 0.45        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 40.9        |
|    ep_rew_mean          | 21          |
|    success_rate         | 0.99        |
| time/                   |             |
|    fps                  | 1790        |
|    iterations           | 26          |
|    time_elapsed         | 237         |
|    total_timesteps      | 425984      |
| train/                  |             |
|    approx_kl            | 0.023913164 |
|    clip_fraction        | 0.228       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.98       |
|    explained_variance   | 0.699       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.028       |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.00572    |
|    std                  | 0.463       |
|    value_loss           | 0.869       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 39.4        |
|    ep_rew_mean          | 19.9        |
|    success_rate         | 0.95        |
| time/                   |             |
|    fps                  | 1788        |
|    iterations           | 27          |
|    time_elapsed         | 247         |
|    total_timesteps      | 442368      |
| train/                  |             |
|    approx_kl            | 0.025128905 |
|    clip_fraction        | 0.231       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.88       |
|    explained_variance   | 0.735       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.106       |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.00346    |
|    std                  | 0.448       |
|    value_loss           | 0.812       |
-----------------------------------------
[2026-05-06 14:12:26] HEARTBEAT steps=442384/1000000 percent= 44.24% rate=  1753.7 step/s eta=   5.30 min
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 39.7       |
|    ep_rew_mean          | 21.3       |
|    success_rate         | 1          |
| time/                   |            |
|    fps                  | 1787       |
|    iterations           | 28         |
|    time_elapsed         | 256        |
|    total_timesteps      | 458752     |
| train/                  |            |
|    approx_kl            | 0.02785888 |
|    clip_fraction        | 0.247      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.8       |
|    explained_variance   | 0.556      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.447      |
|    n_updates            | 270        |
|    policy_gradient_loss | -0.00547   |
|    std                  | 0.438      |
|    value_loss           | 1.58       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 40.1        |
|    ep_rew_mean          | 21.3        |
|    success_rate         | 1           |
| time/                   |             |
|    fps                  | 1783        |
|    iterations           | 29          |
|    time_elapsed         | 266         |
|    total_timesteps      | 475136      |
| train/                  |             |
|    approx_kl            | 0.020625481 |
|    clip_fraction        | 0.22        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.72       |
|    explained_variance   | 0.667       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.7         |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.00529    |
|    std                  | 0.427       |
|    value_loss           | 1.06        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 40.5        |
|    ep_rew_mean          | 21.5        |
|    success_rate         | 1           |
| time/                   |             |
|    fps                  | 1782        |
|    iterations           | 30          |
|    time_elapsed         | 275         |
|    total_timesteps      | 491520      |
| train/                  |             |
|    approx_kl            | 0.024194146 |
|    clip_fraction        | 0.232       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.61       |
|    explained_variance   | 0.88        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0179      |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.00755    |
|    std                  | 0.411       |
|    value_loss           | 0.317       |
-----------------------------------------
[2026-05-06 14:12:56] HEARTBEAT steps=497152/1000000 percent= 49.72% rate=  1761.4 step/s eta=   4.76 min
[2026-05-06 14:12:57] CHECKPOINT_SAVED local_step=500000 global_step=500000 path=/root/workspace/uav-risk-rl/checkpoints/p1_three_seed/attention_full_distance_penalty_s1_step500000.zip
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 39.2        |
|    ep_rew_mean          | 21.5        |
|    success_rate         | 1           |
| time/                   |             |
|    fps                  | 1781        |
|    iterations           | 31          |
|    time_elapsed         | 285         |
|    total_timesteps      | 507904      |
| train/                  |             |
|    approx_kl            | 0.024294225 |
|    clip_fraction        | 0.256       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.49       |
|    explained_variance   | 0.903       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00254     |
|    n_updates            | 300         |
|    policy_gradient_loss | -0.0109     |
|    std                  | 0.394       |
|    value_loss           | 0.285       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 39.2       |
|    ep_rew_mean          | 21.6       |
|    success_rate         | 1          |
| time/                   |            |
|    fps                  | 1780       |
|    iterations           | 32         |
|    time_elapsed         | 294        |
|    total_timesteps      | 524288     |
| train/                  |            |
|    approx_kl            | 0.02458509 |
|    clip_fraction        | 0.258      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.4       |
|    explained_variance   | 0.705      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0128     |
|    n_updates            | 310        |
|    policy_gradient_loss | -0.00386   |
|    std                  | 0.384      |
|    value_loss           | 0.894      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 39          |
|    ep_rew_mean          | 21.6        |
|    success_rate         | 1           |
| time/                   |             |
|    fps                  | 1779        |
|    iterations           | 33          |
|    time_elapsed         | 303         |
|    total_timesteps      | 540672      |
| train/                  |             |
|    approx_kl            | 0.023158355 |
|    clip_fraction        | 0.224       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.28       |
|    explained_variance   | 0.945       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0191     |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.00981    |
|    std                  | 0.371       |
|    value_loss           | 0.117       |
-----------------------------------------
[2026-05-06 14:13:26] HEARTBEAT steps=553440/1000000 percent= 55.34% rate=  1772.4 step/s eta=   4.20 min
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 38.7        |
|    ep_rew_mean          | 21.8        |
|    success_rate         | 1           |
| time/                   |             |
|    fps                  | 1778        |
|    iterations           | 34          |
|    time_elapsed         | 313         |
|    total_timesteps      | 557056      |
| train/                  |             |
|    approx_kl            | 0.024227194 |
|    clip_fraction        | 0.252       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.15       |
|    explained_variance   | 0.978       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0271     |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.012      |
|    std                  | 0.355       |
|    value_loss           | 0.0271      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 37.4        |
|    ep_rew_mean          | 21.4        |
|    success_rate         | 0.99        |
| time/                   |             |
|    fps                  | 1777        |
|    iterations           | 35          |
|    time_elapsed         | 322         |
|    total_timesteps      | 573440      |
| train/                  |             |
|    approx_kl            | 0.025417149 |
|    clip_fraction        | 0.247       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1          |
|    explained_variance   | 0.994       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0227     |
|    n_updates            | 340         |
|    policy_gradient_loss | -0.0172     |
|    std                  | 0.339       |
|    value_loss           | 0.0158      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 37.5        |
|    ep_rew_mean          | 21.8        |
|    success_rate         | 1           |
| time/                   |             |
|    fps                  | 1777        |
|    iterations           | 36          |
|    time_elapsed         | 331         |
|    total_timesteps      | 589824      |
| train/                  |             |
|    approx_kl            | 0.025138985 |
|    clip_fraction        | 0.274       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.911      |
|    explained_variance   | 0.871       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.32        |
|    n_updates            | 350         |
|    policy_gradient_loss | -0.00422    |
|    std                  | 0.329       |
|    value_loss           | 0.287       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 37          |
|    ep_rew_mean          | 21.6        |
|    success_rate         | 0.99        |
| time/                   |             |
|    fps                  | 1776        |
|    iterations           | 37          |
|    time_elapsed         | 341         |
|    total_timesteps      | 606208      |
| train/                  |             |
|    approx_kl            | 0.029821236 |
|    clip_fraction        | 0.267       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.808      |
|    explained_variance   | 0.906       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.017       |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.00336    |
|    std                  | 0.32        |
|    value_loss           | 0.246       |
-----------------------------------------
[2026-05-06 14:14:00] HEARTBEAT steps=606224/1000000 percent= 60.62% rate=  1752.1 step/s eta=   3.75 min
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 36.9       |
|    ep_rew_mean          | 21.8       |
|    success_rate         | 1          |
| time/                   |            |
|    fps                  | 1777       |
|    iterations           | 38         |
|    time_elapsed         | 350        |
|    total_timesteps      | 622592     |
| train/                  |            |
|    approx_kl            | 0.03374496 |
|    clip_fraction        | 0.284      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.748     |
|    explained_variance   | 0.817      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.134      |
|    n_updates            | 370        |
|    policy_gradient_loss | -0.00136   |
|    std                  | 0.315      |
|    value_loss           | 0.629      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 36.9       |
|    ep_rew_mean          | 21.7       |
|    success_rate         | 0.99       |
| time/                   |            |
|    fps                  | 1776       |
|    iterations           | 39         |
|    time_elapsed         | 359        |
|    total_timesteps      | 638976     |
| train/                  |            |
|    approx_kl            | 0.02100604 |
