Using cpu device
Logging to /root/workspace/uav-risk-rl/checkpoints/env_v2_gpsi_heada_ppo_n3pf_stab_confirm_s2d_s0/tensorboard/PPO_1
[2026-05-17 06:42:56] N3FZ_TRAIN_START config=stab_s2d_gated total_steps=1500000 start_num_timesteps=0
---------------------------------
| rollout/           |          |
|    ep_rew_mean          | 1.85        |
|    success_rate         | 0.0769      |
| time/                   |             |
|    fps                  | 224         |
|    iterations           | 6           |
|    time_elapsed         | 109         |
|    total_timesteps      | 24576       |
| train/                  |             |
|    approx_kl            | 0.011600582 |
|    clip_fraction        | 0.113       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.13       |
|    explained_variance   | 0.558       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.12        |
|    n_updates            | 50          |
|    policy_gradient_loss | -0.0103     |
|    std                  | 0.959       |
|    value_loss           | 2.49        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 284         |
|    ep_rew_mean          | 4.59        |
|    success_rate         | 0.101       |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 7           |
|    time_elapsed         | 128         |
|    total_timesteps      | 28672       |
| train/                  |             |
|    approx_kl            | 0.009679651 |
|    clip_fraction        | 0.0878      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.12       |
|    explained_variance   | 0.79        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.338       |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.00907    |
|    std                  | 0.957       |
|    value_loss           | 1.74        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 190         |
|    ep_rew_mean          | 10.2        |
|    success_rate         | 0.09        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 8           |
|    time_elapsed         | 146         |
|    total_timesteps      | 32768       |
| train/                  |             |
|    approx_kl            | 0.012690675 |
|    clip_fraction        | 0.11        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.11       |
|    explained_variance   | 0.779       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.26        |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.00916    |
|    std                  | 0.948       |
|    value_loss           | 2.94        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 163         |
|    ep_rew_mean          | 12.3        |
|    success_rate         | 0.14        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 9           |
|    time_elapsed         | 164         |
|    total_timesteps      | 36864       |
| train/                  |             |
|    approx_kl            | 0.007686982 |
|    clip_fraction        | 0.062       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.09       |
|    explained_variance   | 0.742       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.75        |
|    n_updates            | 80          |
|    policy_gradient_loss | -0.00359    |
|    std                  | 0.947       |
|    value_loss           | 5.12        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 150         |
|    ep_rew_mean          | 12.6        |
|    success_rate         | 0.14        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 10          |
|    time_elapsed         | 183         |
|    total_timesteps      | 40960       |
| train/                  |             |
|    approx_kl            | 0.008696467 |
|    clip_fraction        | 0.077       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.08       |
|    explained_variance   | 0.658       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.94        |
|    n_updates            | 90          |
|    policy_gradient_loss | -0.00701    |
|    std                  | 0.945       |
|    value_loss           | 5.21        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 143         |
|    ep_rew_mean          | 12.8        |
|    success_rate         | 0.15        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 11          |
|    time_elapsed         | 201         |
|    total_timesteps      | 45056       |
| train/                  |             |
|    approx_kl            | 0.008127028 |
|    clip_fraction        | 0.0795      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.08       |
|    explained_variance   | 0.703       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.13        |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.0035     |
|    std                  | 0.942       |
|    value_loss           | 4.23        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 141         |
|    ep_rew_mean          | 12.2        |
|    success_rate         | 0.13        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 12          |
|    time_elapsed         | 219         |
|    total_timesteps      | 49152       |
| train/                  |             |
|    approx_kl            | 0.009947025 |
|    clip_fraction        | 0.0726      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.06       |
|    explained_variance   | 0.714       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.65        |
|    n_updates            | 110         |
|    policy_gradient_loss | -0.00255    |
|    std                  | 0.938       |
|    value_loss           | 6.34        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 140         |
|    ep_rew_mean          | 11.3        |
|    success_rate         | 0.12        |
| time/                   |             |
|    fps                  | 224         |
|    iterations           | 13          |
|    time_elapsed         | 237         |
|    total_timesteps      | 53248       |
| train/                  |             |
|    approx_kl            | 0.008062234 |
|    clip_fraction        | 0.0725      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.06       |
|    explained_variance   | 0.686       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.15        |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.00344    |
|    std                  | 0.94        |
|    value_loss           | 5.95        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 140         |
|    ep_rew_mean          | 11.6        |
|    success_rate         | 0.16        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 14          |
|    time_elapsed         | 256         |
|    total_timesteps      | 57344       |
| train/                  |             |
|    approx_kl            | 0.011651127 |
|    clip_fraction        | 0.128       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.06       |
|    explained_variance   | 0.655       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.38        |
|    n_updates            | 130         |
|    policy_gradient_loss | -0.00555    |
|    std                  | 0.94        |
|    value_loss           | 6.54        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 138         |
|    ep_rew_mean          | 12          |
|    success_rate         | 0.18        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 15          |
|    time_elapsed         | 274         |
|    total_timesteps      | 61440       |
| train/                  |             |
|    approx_kl            | 0.011030225 |
|    clip_fraction        | 0.102       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.07       |
|    explained_variance   | 0.594       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.75        |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.00698    |
|    std                  | 0.941       |
|    value_loss           | 7.33        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 142         |
|    ep_rew_mean          | 13.2        |
|    success_rate         | 0.21        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 16          |
|    time_elapsed         | 293         |
|    total_timesteps      | 65536       |
| train/                  |             |
|    approx_kl            | 0.008950585 |
|    clip_fraction        | 0.0812      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.07       |
|    explained_variance   | 0.559       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.39        |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.00574    |
|    std                  | 0.941       |
|    value_loss           | 6.56        |
-----------------------------------------
[2026-05-17 06:47:56] N3FZ_TRAIN_HEARTBEAT config=stab_s2d_gated steps=66600/1500000 percent=  4.44% rate=   222.0 step/s eta= 107.61 min recent_reward=11.987
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 137         |
|    ep_rew_mean          | 13.2        |
|    success_rate         | 0.22        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 17          |
|    time_elapsed         | 311         |
|    total_timesteps      | 69632       |
| train/                  |             |
|    approx_kl            | 0.010231553 |
|    clip_fraction        | 0.0911      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.08       |
|    explained_variance   | 0.666       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.13        |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.00368    |
|    std                  | 0.947       |
|    value_loss           | 5.39        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 141         |
|    ep_rew_mean          | 14.5        |
|    success_rate         | 0.24        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 18          |
|    time_elapsed         | 329         |
|    total_timesteps      | 73728       |
| train/                  |             |
|    approx_kl            | 0.007060796 |
|    clip_fraction        | 0.0845      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.09       |
|    explained_variance   | 0.54        |
|    learning_rate        | 0.0003      |
|    loss                 | 1.8         |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.00529    |
|    std                  | 0.95        |
|    value_loss           | 6.85        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 138          |
|    ep_rew_mean          | 14.8         |
|    success_rate         | 0.27         |
| time/                   |              |
|    fps                  | 223          |
|    iterations           | 19           |
|    time_elapsed         | 348          |
|    total_timesteps      | 77824        |
| train/                  |              |
|    approx_kl            | 0.0108379265 |
|    clip_fraction        | 0.109        |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.09        |
|    explained_variance   | 0.649        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.52         |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.00644     |
|    std                  | 0.95         |
|    value_loss           | 6.29         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 136         |
|    ep_rew_mean          | 13.4        |
|    success_rate         | 0.21        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 20          |
|    time_elapsed         | 366         |
|    total_timesteps      | 81920       |
| train/                  |             |
|    approx_kl            | 0.009065271 |
|    clip_fraction        | 0.111       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.1        |
|    explained_variance   | 0.594       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.7         |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.00645    |
|    std                  | 0.954       |
|    value_loss           | 8.85        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 130         |
|    ep_rew_mean          | 11.5        |
|    success_rate         | 0.16        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 21          |
|    time_elapsed         | 384         |
|    total_timesteps      | 86016       |
| train/                  |             |
|    approx_kl            | 0.009374103 |
|    clip_fraction        | 0.0916      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.11       |
|    explained_variance   | 0.633       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.78        |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.00646    |
|    std                  | 0.958       |
|    value_loss           | 8.02        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 139          |
|    ep_rew_mean          | 13.9         |
|    success_rate         | 0.22         |
| time/                   |              |
|    fps                  | 223          |
|    iterations           | 22           |
|    time_elapsed         | 402          |
|    total_timesteps      | 90112        |
| train/                  |              |
|    approx_kl            | 0.0107576605 |
|    clip_fraction        | 0.106        |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.11        |
|    explained_variance   | 0.654        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.5          |
|    n_updates            | 210          |
|    policy_gradient_loss | -0.00805     |
|    std                  | 0.951        |
|    value_loss           | 7.15         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 146         |
|    ep_rew_mean          | 15.9        |
|    success_rate         | 0.25        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 23          |
|    time_elapsed         | 421         |
|    total_timesteps      | 94208       |
| train/                  |             |
|    approx_kl            | 0.008391512 |
|    clip_fraction        | 0.109       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.1        |
|    explained_variance   | 0.606       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.79        |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.00717    |
|    std                  | 0.953       |
|    value_loss           | 5.34        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 143         |
|    ep_rew_mean          | 17.2        |
|    success_rate         | 0.3         |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 24          |
|    time_elapsed         | 439         |
|    total_timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.007829094 |
|    clip_fraction        | 0.0764      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.1        |
|    explained_variance   | 0.572       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.11        |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.00662    |
|    std                  | 0.95        |
|    value_loss           | 8.03        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 143         |
|    ep_rew_mean          | 17.9        |
|    success_rate         | 0.3         |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 25          |
|    time_elapsed         | 457         |
|    total_timesteps      | 102400      |
| train/                  |             |
|    approx_kl            | 0.011065337 |
|    clip_fraction        | 0.119       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.09       |
|    explained_variance   | 0.528       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.58        |
|    n_updates            | 240         |
|    policy_gradient_loss | -0.00501    |
|    std                  | 0.946       |
|    value_loss           | 7.46        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 142         |
|    ep_rew_mean          | 18.1        |
|    success_rate         | 0.31        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 26          |
|    time_elapsed         | 475         |
|    total_timesteps      | 106496      |
| train/                  |             |
|    approx_kl            | 0.010468959 |
|    clip_fraction        | 0.122       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.07       |
|    explained_variance   | 0.578       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.45        |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.00693    |
|    std                  | 0.943       |
|    value_loss           | 5.66        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 147         |
|    ep_rew_mean          | 18.3        |
|    success_rate         | 0.28        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 27          |
|    time_elapsed         | 494         |
|    total_timesteps      | 110592      |
| train/                  |             |
|    approx_kl            | 0.010002399 |
|    clip_fraction        | 0.117       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.06       |
|    explained_variance   | 0.608       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.32        |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.00751    |
|    std                  | 0.934       |
|    value_loss           | 6.1         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 137        |
|    ep_rew_mean          | 19         |
|    success_rate         | 0.33       |
| time/                   |            |
|    fps                  | 223        |
|    iterations           | 28         |
|    time_elapsed         | 513        |
|    total_timesteps      | 114688     |
| train/                  |            |
|    approx_kl            | 0.01291222 |
|    clip_fraction        | 0.157      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.03      |
|    explained_variance   | 0.697      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.96       |
|    n_updates            | 270        |
|    policy_gradient_loss | -0.00604   |
|    std                  | 0.927      |
|    value_loss           | 4.92       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 127         |
|    ep_rew_mean          | 18.4        |
|    success_rate         | 0.32        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 29          |
|    time_elapsed         | 531         |
|    total_timesteps      | 118784      |
| train/                  |             |
|    approx_kl            | 0.017310034 |
|    clip_fraction        | 0.156       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.01       |
|    explained_variance   | 0.369       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.51        |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.00538    |
|    std                  | 0.92        |
|    value_loss           | 11.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 122         |
|    ep_rew_mean          | 19          |
|    success_rate         | 0.35        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 30          |
|    time_elapsed         | 550         |
|    total_timesteps      | 122880      |
| train/                  |             |
|    approx_kl            | 0.009305846 |
|    clip_fraction        | 0.089       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4          |
|    explained_variance   | 0.393       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.86        |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.00725    |
|    std                  | 0.919       |
|    value_loss           | 9.64        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 128         |
|    ep_rew_mean          | 19.4        |
|    success_rate         | 0.35        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 31          |
|    time_elapsed         | 568         |
|    total_timesteps      | 126976      |
| train/                  |             |
|    approx_kl            | 0.013758503 |
|    clip_fraction        | 0.119       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.99       |
|    explained_variance   | 0.526       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.02        |
|    n_updates            | 300         |
|    policy_gradient_loss | -0.00443    |
|    std                  | 0.918       |
|    value_loss           | 7.17        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 133         |
|    ep_rew_mean          | 20.2        |
|    success_rate         | 0.35        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 32          |
|    time_elapsed         | 586         |
|    total_timesteps      | 131072      |
| train/                  |             |
|    approx_kl            | 0.014796353 |
|    clip_fraction        | 0.14        |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.99       |
|    explained_variance   | 0.509       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.69        |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.0103     |
|    std                  | 0.92        |
|    value_loss           | 8.04        |
-----------------------------------------
[2026-05-17 06:52:56] N3FZ_TRAIN_HEARTBEAT config=stab_s2d_gated steps=133716/1500000 percent=  8.91% rate=   222.9 step/s eta= 102.18 min recent_reward=21.611
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 136         |
|    ep_rew_mean          | 21.3        |
|    success_rate         | 0.37        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 33          |
|    time_elapsed         | 605         |
|    total_timesteps      | 135168      |
| train/                  |             |
|    approx_kl            | 0.016174858 |
|    clip_fraction        | 0.161       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.99       |
|    explained_variance   | 0.576       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.28        |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.00417    |
|    std                  | 0.917       |
|    value_loss           | 6.45        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 130         |
|    ep_rew_mean          | 20.9        |
|    success_rate         | 0.33        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 34          |
|    time_elapsed         | 624         |
|    total_timesteps      | 139264      |
| train/                  |             |
|    approx_kl            | 0.009356455 |
|    clip_fraction        | 0.107       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.98       |
|    explained_variance   | 0.566       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.68        |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.00669    |
|    std                  | 0.915       |
|    value_loss           | 6.62        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 129         |
|    ep_rew_mean          | 22.7        |
|    success_rate         | 0.39        |
| time/                   |             |
|    fps                  | 222         |
|    iterations           | 35          |
|    time_elapsed         | 642         |
|    total_timesteps      | 143360      |
| train/                  |             |
|    approx_kl            | 0.011631122 |
|    clip_fraction        | 0.126       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.97       |
|    explained_variance   | 0.613       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.03        |
|    n_updates            | 340         |
|    policy_gradient_loss | -0.00505    |
|    std                  | 0.913       |
|    value_loss           | 7.48        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 127          |
|    ep_rew_mean          | 22.5         |
|    success_rate         | 0.36         |
| time/                   |              |
|    fps                  | 222          |
|    iterations           | 36           |
|    time_elapsed         | 662          |
|    total_timesteps      | 147456       |
| train/                  |              |
|    approx_kl            | 0.0134763755 |
|    clip_fraction        | 0.166        |
|    clip_range           | 0.2          |
|    entropy_loss         | -3.98        |
|    explained_variance   | 0.627        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.24         |
|    n_updates            | 350          |
|    policy_gradient_loss | -0.0111      |
|    std                  | 0.921        |
|    value_loss           | 7.13         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 128         |
|    ep_rew_mean          | 22.6        |
|    success_rate         | 0.36        |
| time/                   |             |
|    fps                  | 222         |
|    iterations           | 37          |
|    time_elapsed         | 681         |
|    total_timesteps      | 151552      |
| train/                  |             |
|    approx_kl            | 0.009620377 |
|    clip_fraction        | 0.105       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4          |
|    explained_variance   | 0.699       |
|    learning_rate        | 0.0003      |
|    loss                 | 3           |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.00685    |
|    std                  | 0.92        |
|    value_loss           | 7.23        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 126         |
|    ep_rew_mean          | 22.3        |
|    success_rate         | 0.35        |
| time/                   |             |
|    fps                  | 221         |
|    iterations           | 38          |
|    time_elapsed         | 701         |
|    total_timesteps      | 155648      |
| train/                  |             |
|    approx_kl            | 0.009025688 |
|    clip_fraction        | 0.123       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4          |
|    explained_variance   | 0.738       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.46        |
|    n_updates            | 370         |
|    policy_gradient_loss | -0.00732    |
|    std                  | 0.925       |
|    value_loss           | 5.92        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 130         |
|    ep_rew_mean          | 23.5        |
|    success_rate         | 0.37        |
| time/                   |             |
|    fps                  | 221         |
|    iterations           | 39          |
|    time_elapsed         | 721         |
|    total_timesteps      | 159744      |
| train/                  |             |
|    approx_kl            | 0.010404584 |
|    clip_fraction        | 0.136       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4          |
|    explained_variance   | 0.638       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.86        |
|    n_updates            | 380         |
|    policy_gradient_loss | -0.00813    |
|    std                  | 0.923       |
|    value_loss           | 7.87        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 129         |
|    ep_rew_mean          | 23.5        |
|    success_rate         | 0.36        |
| time/                   |             |
|    fps                  | 221         |
|    iterations           | 40          |
|    time_elapsed         | 740         |
|    total_timesteps      | 163840      |
| train/                  |             |
|    approx_kl            | 0.010378879 |
|    clip_fraction        | 0.133       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.99       |
|    explained_variance   | 0.727       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.49        |
|    n_updates            | 390         |
|    policy_gradient_loss | -0.00487    |
|    std                  | 0.914       |
|    value_loss           | 6.01        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 129         |
|    ep_rew_mean          | 25.3        |
|    success_rate         | 0.42        |
| time/                   |             |
|    fps                  | 221         |
|    iterations           | 41          |
|    time_elapsed         | 759         |
|    total_timesteps      | 167936      |
| train/                  |             |
|    approx_kl            | 0.007844747 |
|    clip_fraction        | 0.0893      |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.96       |
|    explained_variance   | 0.663       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.49        |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.00509    |
|    std                  | 0.907       |
|    value_loss           | 7.33        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 122         |
|    ep_rew_mean          | 25.9        |
|    success_rate         | 0.47        |
| time/                   |             |
|    fps                  | 220         |
|    iterations           | 42          |
|    time_elapsed         | 778         |
|    total_timesteps      | 172032      |
| train/                  |             |
|    approx_kl            | 0.009398675 |
|    clip_fraction        | 0.105       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.95       |
|    explained_variance   | 0.572       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.56        |
|    n_updates            | 410         |
|    policy_gradient_loss | -0.00864    |
|    std                  | 0.908       |
|    value_loss           | 7.36        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
