Using cpu device
Logging to /root/workspace/uav-risk-rl/checkpoints/env_v2_gpsi_heada_ppo_n3pf_stab_confirm_s2d_s1/tensorboard/PPO_1
[2026-05-17 06:42:56] N3FZ_TRAIN_START config=stab_s2d_gated total_steps=1500000 start_num_timesteps=0
---------------------------------
| rollout/           |          |
|    approx_kl            | 0.015032972 |
|    clip_fraction        | 0.193       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.17       |
|    explained_variance   | -0.0915     |
|    learning_rate        | 0.0003      |
|    loss                 | 0.296       |
|    n_updates            | 30          |
|    policy_gradient_loss | -0.0168     |
|    std                  | 0.967       |
|    value_loss           | 1.07        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 356         |
|    ep_rew_mean          | -4.59       |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 221         |
|    iterations           | 5           |
|    time_elapsed         | 92          |
|    total_timesteps      | 20480       |
| train/                  |             |
|    approx_kl            | 0.012331719 |
|    clip_fraction        | 0.134       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.14       |
|    explained_variance   | 0.5         |
|    learning_rate        | 0.0003      |
|    loss                 | 0.228       |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.0136     |
|    std                  | 0.956       |
|    value_loss           | 0.864       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 328         |
|    ep_rew_mean          | -0.886      |
|    success_rate         | 0.0405      |
| time/                   |             |
|    fps                  | 222         |
|    iterations           | 6           |
|    time_elapsed         | 110         |
|    total_timesteps      | 24576       |
| train/                  |             |
|    approx_kl            | 0.010325573 |
|    clip_fraction        | 0.111       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.1        |
|    explained_variance   | 0.829       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.214       |
|    n_updates            | 50          |
|    policy_gradient_loss | -0.0122     |
|    std                  | 0.948       |
|    value_loss           | 0.803       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 301         |
|    ep_rew_mean          | 1.62        |
|    success_rate         | 0.0532      |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 7           |
|    time_elapsed         | 128         |
|    total_timesteps      | 28672       |
| train/                  |             |
|    approx_kl            | 0.010797394 |
|    clip_fraction        | 0.109       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.09       |
|    explained_variance   | 0.812       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.31        |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.0128     |
|    std                  | 0.943       |
|    value_loss           | 2.73        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 245          |
|    ep_rew_mean          | 8.04         |
|    success_rate         | 0.07         |
| time/                   |              |
|    fps                  | 223          |
|    iterations           | 8            |
|    time_elapsed         | 146          |
|    total_timesteps      | 32768        |
| train/                  |              |
|    approx_kl            | 0.0065567633 |
|    clip_fraction        | 0.0779       |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.07        |
|    explained_variance   | 0.849        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.31         |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.0059      |
|    std                  | 0.941        |
|    value_loss           | 2.62         |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 197        |
|    ep_rew_mean          | 11.2       |
|    success_rate         | 0.11       |
| time/                   |            |
|    fps                  | 224        |
|    iterations           | 9          |
|    time_elapsed         | 164        |
|    total_timesteps      | 36864      |
| train/                  |            |
|    approx_kl            | 0.00996085 |
|    clip_fraction        | 0.103      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.07      |
|    explained_variance   | 0.881      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.399      |
|    n_updates            | 80         |
|    policy_gradient_loss | -0.00803   |
|    std                  | 0.939      |
|    value_loss           | 2.36       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 161         |
|    ep_rew_mean          | 11.2        |
|    success_rate         | 0.12        |
| time/                   |             |
|    fps                  | 224         |
|    iterations           | 10          |
|    time_elapsed         | 182         |
|    total_timesteps      | 40960       |
| train/                  |             |
|    approx_kl            | 0.009871364 |
|    clip_fraction        | 0.0915      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.07       |
|    explained_variance   | 0.757       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.7         |
|    n_updates            | 90          |
|    policy_gradient_loss | -0.00581    |
|    std                  | 0.943       |
|    value_loss           | 5.05        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 140         |
|    ep_rew_mean          | 10.8        |
|    success_rate         | 0.12        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 11          |
|    time_elapsed         | 201         |
|    total_timesteps      | 45056       |
| train/                  |             |
|    approx_kl            | 0.008947909 |
|    clip_fraction        | 0.0779      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.08       |
|    explained_variance   | 0.644       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.35        |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.00375    |
|    std                  | 0.946       |
|    value_loss           | 8.28        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 137         |
|    ep_rew_mean          | 10.9        |
|    success_rate         | 0.15        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 12          |
|    time_elapsed         | 219         |
|    total_timesteps      | 49152       |
| train/                  |             |
|    approx_kl            | 0.008233681 |
|    clip_fraction        | 0.0804      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.07       |
|    explained_variance   | 0.713       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.54        |
|    n_updates            | 110         |
|    policy_gradient_loss | -0.00587    |
|    std                  | 0.941       |
|    value_loss           | 5.73        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 140        |
|    ep_rew_mean          | 11.7       |
|    success_rate         | 0.17       |
| time/                   |            |
|    fps                  | 224        |
|    iterations           | 13         |
|    time_elapsed         | 237        |
|    total_timesteps      | 53248      |
| train/                  |            |
|    approx_kl            | 0.00865351 |
|    clip_fraction        | 0.0641     |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.06      |
|    explained_variance   | 0.622      |
|    learning_rate        | 0.0003     |
|    loss                 | 4.66       |
|    n_updates            | 120        |
|    policy_gradient_loss | -0.00288   |
|    std                  | 0.935      |
|    value_loss           | 7.25       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 157         |
|    ep_rew_mean          | 13.8        |
|    success_rate         | 0.19        |
| time/                   |             |
|    fps                  | 224         |
|    iterations           | 14          |
|    time_elapsed         | 255         |
|    total_timesteps      | 57344       |
| train/                  |             |
|    approx_kl            | 0.008486483 |
|    clip_fraction        | 0.0832      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.04       |
|    explained_variance   | 0.781       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.85        |
|    n_updates            | 130         |
|    policy_gradient_loss | -0.00617    |
|    std                  | 0.93        |
|    value_loss           | 4.23        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 158         |
|    ep_rew_mean          | 15.2        |
|    success_rate         | 0.22        |
| time/                   |             |
|    fps                  | 224         |
|    iterations           | 15          |
|    time_elapsed         | 273         |
|    total_timesteps      | 61440       |
| train/                  |             |
|    approx_kl            | 0.007441953 |
|    clip_fraction        | 0.0896      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.02       |
|    explained_variance   | 0.784       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.51        |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.0062     |
|    std                  | 0.926       |
|    value_loss           | 4.37        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 160         |
|    ep_rew_mean          | 16.2        |
|    success_rate         | 0.22        |
| time/                   |             |
|    fps                  | 224         |
|    iterations           | 16          |
|    time_elapsed         | 291         |
|    total_timesteps      | 65536       |
| train/                  |             |
|    approx_kl            | 0.015101733 |
|    clip_fraction        | 0.142       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.02       |
|    explained_variance   | 0.702       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.76        |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.00929    |
|    std                  | 0.929       |
|    value_loss           | 6.49        |
-----------------------------------------
[2026-05-17 06:47:56] N3FZ_TRAIN_HEARTBEAT config=stab_s2d_gated steps=67104/1500000 percent=  4.47% rate=   223.7 step/s eta= 106.77 min recent_reward=16.276
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 143         |
|    ep_rew_mean          | 15.9        |
|    success_rate         | 0.23        |
| time/                   |             |
|    fps                  | 224         |
|    iterations           | 17          |
|    time_elapsed         | 309         |
|    total_timesteps      | 69632       |
| train/                  |             |
|    approx_kl            | 0.015247374 |
|    clip_fraction        | 0.126       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.02       |
|    explained_variance   | 0.746       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.86        |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.00813    |
|    std                  | 0.926       |
|    value_loss           | 5.2         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 140         |
|    ep_rew_mean          | 15.5        |
|    success_rate         | 0.2         |
| time/                   |             |
|    fps                  | 224         |
|    iterations           | 18          |
|    time_elapsed         | 327         |
|    total_timesteps      | 73728       |
| train/                  |             |
|    approx_kl            | 0.013487605 |
|    clip_fraction        | 0.126       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.02       |
|    explained_variance   | 0.582       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.48        |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.00997    |
|    std                  | 0.927       |
|    value_loss           | 8.52        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 142          |
|    ep_rew_mean          | 15.6         |
|    success_rate         | 0.18         |
| time/                   |              |
|    fps                  | 224          |
|    iterations           | 19           |
|    time_elapsed         | 346          |
|    total_timesteps      | 77824        |
| train/                  |              |
|    approx_kl            | 0.0112000005 |
|    clip_fraction        | 0.119        |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.02        |
|    explained_variance   | 0.751        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.11         |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.00482     |
|    std                  | 0.926        |
|    value_loss           | 5.52         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 136         |
|    ep_rew_mean          | 15.7        |
|    success_rate         | 0.19        |
| time/                   |             |
|    fps                  | 224         |
|    iterations           | 20          |
|    time_elapsed         | 364         |
|    total_timesteps      | 81920       |
| train/                  |             |
|    approx_kl            | 0.008779915 |
|    clip_fraction        | 0.0932      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.01       |
|    explained_variance   | 0.817       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.27        |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.00595    |
|    std                  | 0.922       |
|    value_loss           | 4.12        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 133         |
|    ep_rew_mean          | 16.2        |
|    success_rate         | 0.21        |
| time/                   |             |
|    fps                  | 225         |
|    iterations           | 21          |
|    time_elapsed         | 381         |
|    total_timesteps      | 86016       |
| train/                  |             |
|    approx_kl            | 0.014381011 |
|    clip_fraction        | 0.132       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4          |
|    explained_variance   | 0.611       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.44        |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.00464    |
|    std                  | 0.924       |
|    value_loss           | 9.31        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 128         |
|    ep_rew_mean          | 17.6        |
|    success_rate         | 0.29        |
| time/                   |             |
|    fps                  | 225         |
|    iterations           | 22          |
|    time_elapsed         | 400         |
|    total_timesteps      | 90112       |
| train/                  |             |
|    approx_kl            | 0.015658699 |
|    clip_fraction        | 0.141       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.01       |
|    explained_variance   | 0.641       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.77        |
|    n_updates            | 210         |
|    policy_gradient_loss | -0.00504    |
|    std                  | 0.926       |
|    value_loss           | 7.57        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 132         |
|    ep_rew_mean          | 19.3        |
|    success_rate         | 0.33        |
| time/                   |             |
|    fps                  | 225         |
|    iterations           | 23          |
|    time_elapsed         | 418         |
|    total_timesteps      | 94208       |
| train/                  |             |
|    approx_kl            | 0.017701495 |
|    clip_fraction        | 0.131       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.01       |
|    explained_variance   | 0.541       |
|    learning_rate        | 0.0003      |
|    loss                 | 4           |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.00438    |
|    std                  | 0.926       |
|    value_loss           | 8.53        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 136         |
|    ep_rew_mean          | 20.3        |
|    success_rate         | 0.34        |
| time/                   |             |
|    fps                  | 225         |
|    iterations           | 24          |
|    time_elapsed         | 436         |
|    total_timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.011023283 |
|    clip_fraction        | 0.0993      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.01       |
|    explained_variance   | 0.602       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.6         |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.00825    |
|    std                  | 0.926       |
|    value_loss           | 7.28        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 134         |
|    ep_rew_mean          | 19.9        |
|    success_rate         | 0.32        |
| time/                   |             |
|    fps                  | 225         |
|    iterations           | 25          |
|    time_elapsed         | 454         |
|    total_timesteps      | 102400      |
| train/                  |             |
|    approx_kl            | 0.011657955 |
|    clip_fraction        | 0.118       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.02       |
|    explained_variance   | 0.615       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.63        |
|    n_updates            | 240         |
|    policy_gradient_loss | -0.00526    |
|    std                  | 0.928       |
|    value_loss           | 6.81        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 131        |
|    ep_rew_mean          | 19.2       |
|    success_rate         | 0.28       |
| time/                   |            |
|    fps                  | 225        |
|    iterations           | 26         |
|    time_elapsed         | 472        |
|    total_timesteps      | 106496     |
| train/                  |            |
|    approx_kl            | 0.01266025 |
|    clip_fraction        | 0.103      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.02      |
|    explained_variance   | 0.545      |
|    learning_rate        | 0.0003     |
|    loss                 | 5.97       |
|    n_updates            | 250        |
|    policy_gradient_loss | -0.00477   |
|    std                  | 0.928      |
|    value_loss           | 9.07       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 131         |
|    ep_rew_mean          | 21.1        |
|    success_rate         | 0.35        |
| time/                   |             |
|    fps                  | 225         |
|    iterations           | 27          |
|    time_elapsed         | 490         |
|    total_timesteps      | 110592      |
| train/                  |             |
|    approx_kl            | 0.013708619 |
|    clip_fraction        | 0.0954      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.02       |
|    explained_variance   | 0.607       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.03        |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.00578    |
|    std                  | 0.929       |
|    value_loss           | 7.66        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 134         |
|    ep_rew_mean          | 21.9        |
|    success_rate         | 0.37        |
| time/                   |             |
|    fps                  | 225         |
|    iterations           | 28          |
|    time_elapsed         | 508         |
|    total_timesteps      | 114688      |
| train/                  |             |
|    approx_kl            | 0.029517714 |
|    clip_fraction        | 0.2         |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.02       |
|    explained_variance   | 0.556       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.96        |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.00291    |
|    std                  | 0.928       |
|    value_loss           | 7.22        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 133         |
|    ep_rew_mean          | 22.1        |
|    success_rate         | 0.41        |
| time/                   |             |
|    fps                  | 225         |
|    iterations           | 29          |
|    time_elapsed         | 526         |
|    total_timesteps      | 118784      |
| train/                  |             |
|    approx_kl            | 0.012874526 |
|    clip_fraction        | 0.151       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.01       |
|    explained_variance   | 0.657       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.48        |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.0062     |
|    std                  | 0.924       |
|    value_loss           | 6.41        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 137        |
|    ep_rew_mean          | 22.3       |
|    success_rate         | 0.41       |
| time/                   |            |
|    fps                  | 225        |
|    iterations           | 30         |
|    time_elapsed         | 544        |
|    total_timesteps      | 122880     |
| train/                  |            |
|    approx_kl            | 0.02200026 |
|    clip_fraction        | 0.223      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.01      |
|    explained_variance   | 0.408      |
|    learning_rate        | 0.0003     |
|    loss                 | 3.27       |
|    n_updates            | 290        |
|    policy_gradient_loss | -0.00574   |
|    std                  | 0.927      |
|    value_loss           | 8.54       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 138        |
|    ep_rew_mean          | 22         |
|    success_rate         | 0.38       |
| time/                   |            |
|    fps                  | 225        |
|    iterations           | 31         |
|    time_elapsed         | 563        |
|    total_timesteps      | 126976     |
| train/                  |            |
|    approx_kl            | 0.01357787 |
|    clip_fraction        | 0.143      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.02      |
|    explained_variance   | 0.619      |
|    learning_rate        | 0.0003     |
|    loss                 | 3.04       |
|    n_updates            | 300        |
|    policy_gradient_loss | -0.00657   |
|    std                  | 0.926      |
|    value_loss           | 6.96       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 130         |
|    ep_rew_mean          | 21.6        |
|    success_rate         | 0.35        |
| time/                   |             |
|    fps                  | 225         |
|    iterations           | 32          |
|    time_elapsed         | 582         |
|    total_timesteps      | 131072      |
| train/                  |             |
|    approx_kl            | 0.010668781 |
|    clip_fraction        | 0.127       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4          |
|    explained_variance   | 0.675       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.72        |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.00783    |
|    std                  | 0.92        |
|    value_loss           | 7.02        |
-----------------------------------------
[2026-05-17 06:52:56] N3FZ_TRAIN_HEARTBEAT config=stab_s2d_gated steps=134832/1500000 percent=  8.99% rate=   224.7 step/s eta= 101.25 min recent_reward=23.293
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 132         |
|    ep_rew_mean          | 22.7        |
|    success_rate         | 0.35        |
| time/                   |             |
|    fps                  | 224         |
|    iterations           | 33          |
|    time_elapsed         | 601         |
|    total_timesteps      | 135168      |
| train/                  |             |
|    approx_kl            | 0.018831238 |
|    clip_fraction        | 0.151       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.99       |
|    explained_variance   | 0.586       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.37        |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.00493    |
|    std                  | 0.919       |
|    value_loss           | 9.62        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 127         |
|    ep_rew_mean          | 23.4        |
|    success_rate         | 0.4         |
| time/                   |             |
|    fps                  | 224         |
|    iterations           | 34          |
|    time_elapsed         | 619         |
|    total_timesteps      | 139264      |
| train/                  |             |
|    approx_kl            | 0.016853904 |
|    clip_fraction        | 0.176       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.99       |
|    explained_variance   | 0.709       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.44        |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.0103     |
|    std                  | 0.916       |
|    value_loss           | 6.15        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 129          |
|    ep_rew_mean          | 23.6         |
|    success_rate         | 0.4          |
| time/                   |              |
|    fps                  | 224          |
|    iterations           | 35           |
|    time_elapsed         | 638          |
|    total_timesteps      | 143360       |
| train/                  |              |
|    approx_kl            | 0.0155561045 |
|    clip_fraction        | 0.168        |
|    clip_range           | 0.2          |
|    entropy_loss         | -3.98        |
|    explained_variance   | 0.567        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.74         |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.0056      |
|    std                  | 0.916        |
|    value_loss           | 8.63         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 124          |
|    ep_rew_mean          | 24.5         |
|    success_rate         | 0.46         |
| time/                   |              |
|    fps                  | 224          |
|    iterations           | 36           |
|    time_elapsed         | 657          |
|    total_timesteps      | 147456       |
| train/                  |              |
|    approx_kl            | 0.0146370055 |
|    clip_fraction        | 0.165        |
|    clip_range           | 0.2          |
|    entropy_loss         | -3.98        |
|    explained_variance   | 0.615        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.39         |
|    n_updates            | 350          |
|    policy_gradient_loss | -0.0101      |
|    std                  | 0.917        |
|    value_loss           | 7.86         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 124         |
|    ep_rew_mean          | 24.2        |
|    success_rate         | 0.43        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 37          |
|    time_elapsed         | 676         |
|    total_timesteps      | 151552      |
| train/                  |             |
|    approx_kl            | 0.016260065 |
|    clip_fraction        | 0.145       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.97       |
|    explained_variance   | 0.484       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.7         |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.00437    |
|    std                  | 0.912       |
|    value_loss           | 9.18        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 122         |
|    ep_rew_mean          | 25.9        |
|    success_rate         | 0.49        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 38          |
|    time_elapsed         | 695         |
|    total_timesteps      | 155648      |
| train/                  |             |
|    approx_kl            | 0.019140895 |
|    clip_fraction        | 0.171       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.96       |
|    explained_variance   | 0.589       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.39        |
|    n_updates            | 370         |
|    policy_gradient_loss | -0.0073     |
|    std                  | 0.908       |
|    value_loss           | 8.3         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 126        |
|    ep_rew_mean          | 25.6       |
|    success_rate         | 0.43       |
| time/                   |            |
|    fps                  | 223        |
|    iterations           | 39         |
|    time_elapsed         | 713        |
|    total_timesteps      | 159744     |
| train/                  |            |
|    approx_kl            | 0.01868052 |
|    clip_fraction        | 0.174      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.94      |
|    explained_variance   | 0.58       |
|    learning_rate        | 0.0003     |
|    loss                 | 2.93       |
|    n_updates            | 380        |
|    policy_gradient_loss | -0.00361   |
|    std                  | 0.901      |
|    value_loss           | 6.51       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 126         |
|    ep_rew_mean          | 26.8        |
|    success_rate         | 0.48        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 40          |
|    time_elapsed         | 732         |
|    total_timesteps      | 163840      |
| train/                  |             |
|    approx_kl            | 0.033753045 |
|    clip_fraction        | 0.204       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.94       |
|    explained_variance   | 0.694       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.4         |
|    n_updates            | 390         |
|    policy_gradient_loss | 0.00285     |
|    std                  | 0.902       |
|    value_loss           | 6.41        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 123         |
|    ep_rew_mean          | 26.1        |
|    success_rate         | 0.47        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 41          |
|    time_elapsed         | 750         |
|    total_timesteps      | 167936      |
| train/                  |             |
|    approx_kl            | 0.018493539 |
|    clip_fraction        | 0.139       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.93       |
|    explained_variance   | 0.532       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.68        |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.00369    |
|    std                  | 0.901       |
|    value_loss           | 8.48        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 119         |
|    ep_rew_mean          | 26          |
|    success_rate         | 0.48        |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 42          |
|    time_elapsed         | 769         |
|    total_timesteps      | 172032      |
| train/                  |             |
|    approx_kl            | 0.018582959 |
|    clip_fraction        | 0.194       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.93       |
|    explained_variance   | 0.552       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.42        |
|    n_updates            | 410         |
|    policy_gradient_loss | -0.00468    |
|    std                  | 0.898       |
|    value_loss           | 8.54        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
