Logging to /root/workspace/uav-risk-rl/checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_obs_s2/tensorboard/PPO_1
[2026-05-17 18:04:46] N3FZ_TRAIN_START config=decouple_deepsets_obs total_steps=250000 start_num_timesteps=750000
---------------------------------
| rollout/           |          |
| rollout/                |             |
|    ep_len_mean          | 212         |
|    ep_rew_mean          | 18.5        |
|    success_rate         | 0.31        |
| time/                   |             |
|    fps                  | 220         |
|    iterations           | 7           |
|    time_elapsed         | 130         |
|    total_timesteps      | 778672      |
| train/                  |             |
|    approx_kl            | 0.038667813 |
|    clip_fraction        | 0.321       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.07       |
|    explained_variance   | 0.884       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0125      |
|    n_updates            | 1890        |
|    policy_gradient_loss | -0.00614    |
|    std                  | 0.949       |
|    value_loss           | 0.716       |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 221       |
|    ep_rew_mean          | 18.8      |
|    success_rate         | 0.35      |
| time/                   |           |
|    fps                  | 219       |
|    iterations           | 8         |
|    time_elapsed         | 149       |
|    total_timesteps      | 782768    |
| train/                  |           |
|    approx_kl            | 0.0537    |
|    clip_fraction        | 0.343     |
|    clip_range           | 0.2       |
|    entropy_loss         | -4.08     |
|    explained_variance   | 0.748     |
|    learning_rate        | 0.0003    |
|    loss                 | 0.133     |
|    n_updates            | 1900      |
|    policy_gradient_loss | -2.87e-05 |
|    std                  | 0.949     |
|    value_loss           | 2.1       |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 198         |
|    ep_rew_mean          | 16.9        |
|    success_rate         | 0.28        |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 9           |
|    time_elapsed         | 167         |
|    total_timesteps      | 786864      |
| train/                  |             |
|    approx_kl            | 0.029208751 |
|    clip_fraction        | 0.297       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.08       |
|    explained_variance   | 0.797       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.149       |
|    n_updates            | 1910        |
|    policy_gradient_loss | -0.00155    |
|    std                  | 0.947       |
|    value_loss           | 1.86        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 201         |
|    ep_rew_mean          | 17.2        |
|    success_rate         | 0.31        |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 10          |
|    time_elapsed         | 186         |
|    total_timesteps      | 790960      |
| train/                  |             |
|    approx_kl            | 0.032116894 |
|    clip_fraction        | 0.271       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.08       |
|    explained_variance   | 0.752       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.299       |
|    n_updates            | 1920        |
|    policy_gradient_loss | -0.00229    |
|    std                  | 0.949       |
|    value_loss           | 2.35        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 194         |
|    ep_rew_mean          | 19.1        |
|    success_rate         | 0.36        |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 11          |
|    time_elapsed         | 205         |
|    total_timesteps      | 795056      |
| train/                  |             |
|    approx_kl            | 0.035307072 |
|    clip_fraction        | 0.295       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.09       |
|    explained_variance   | 0.801       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.157       |
|    n_updates            | 1930        |
|    policy_gradient_loss | -0.000468   |
|    std                  | 0.951       |
|    value_loss           | 1.73        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 179         |
|    ep_rew_mean          | 18.6        |
|    success_rate         | 0.33        |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 12          |
|    time_elapsed         | 224         |
|    total_timesteps      | 799152      |
| train/                  |             |
|    approx_kl            | 0.034666978 |
|    clip_fraction        | 0.286       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.08       |
|    explained_variance   | 0.794       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.299       |
|    n_updates            | 1940        |
|    policy_gradient_loss | 0.0039      |
|    std                  | 0.949       |
|    value_loss           | 2.3         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 182         |
|    ep_rew_mean          | 20          |
|    success_rate         | 0.35        |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 13          |
|    time_elapsed         | 244         |
|    total_timesteps      | 803248      |
| train/                  |             |
|    approx_kl            | 0.032830425 |
|    clip_fraction        | 0.289       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.09       |
|    explained_variance   | 0.784       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.179       |
|    n_updates            | 1950        |
|    policy_gradient_loss | 0.00238     |
|    std                  | 0.953       |
|    value_loss           | 2.18        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 165         |
|    ep_rew_mean          | 19.6        |
|    success_rate         | 0.31        |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 14          |
|    time_elapsed         | 263         |
|    total_timesteps      | 807344      |
| train/                  |             |
|    approx_kl            | 0.032177106 |
|    clip_fraction        | 0.259       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.1        |
|    explained_variance   | 0.756       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.176       |
|    n_updates            | 1960        |
|    policy_gradient_loss | -0.00268    |
|    std                  | 0.953       |
|    value_loss           | 2.02        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 154        |
|    ep_rew_mean          | 19.4       |
|    success_rate         | 0.29       |
| time/                   |            |
|    fps                  | 217        |
|    iterations           | 15         |
|    time_elapsed         | 282        |
|    total_timesteps      | 811440     |
| train/                  |            |
|    approx_kl            | 0.02808351 |
|    clip_fraction        | 0.28       |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.1       |
|    explained_variance   | 0.716      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.382      |
|    n_updates            | 1970       |
|    policy_gradient_loss | -0.000646  |
|    std                  | 0.959      |
|    value_loss           | 2.88       |
----------------------------------------
[2026-05-17 18:09:46] N3FZ_TRAIN_HEARTBEAT config=decouple_deepsets_obs steps=65056/250000 percent= 26.02% rate=   216.8 step/s eta=  14.21 min recent_reward=20.263
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 144        |
|    ep_rew_mean          | 19.9       |
|    success_rate         | 0.27       |
| time/                   |            |
|    fps                  | 217        |
|    iterations           | 16         |
|    time_elapsed         | 301        |
|    total_timesteps      | 815536     |
| train/                  |            |
|    approx_kl            | 0.03871438 |
|    clip_fraction        | 0.297      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.11      |
|    explained_variance   | 0.759      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.526      |
|    n_updates            | 1980       |
|    policy_gradient_loss | 0.00145    |
|    std                  | 0.959      |
|    value_loss           | 3.35       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 146        |
|    ep_rew_mean          | 20.5       |
|    success_rate         | 0.27       |
| time/                   |            |
|    fps                  | 217        |
|    iterations           | 17         |
|    time_elapsed         | 320        |
|    total_timesteps      | 819632     |
| train/                  |            |
|    approx_kl            | 0.03605693 |
|    clip_fraction        | 0.284      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.12      |
|    explained_variance   | 0.751      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.207      |
|    n_updates            | 1990       |
|    policy_gradient_loss | -0.00103   |
|    std                  | 0.96       |
|    value_loss           | 2.06       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 147         |
|    ep_rew_mean          | 21.7        |
|    success_rate         | 0.31        |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 18          |
|    time_elapsed         | 339         |
|    total_timesteps      | 823728      |
| train/                  |             |
|    approx_kl            | 0.037642844 |
|    clip_fraction        | 0.311       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.11       |
|    explained_variance   | 0.817       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.207       |
|    n_updates            | 2000        |
|    policy_gradient_loss | 0.00199     |
|    std                  | 0.957       |
|    value_loss           | 2.04        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 148         |
|    ep_rew_mean          | 21.7        |
|    success_rate         | 0.28        |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 19          |
|    time_elapsed         | 357         |
|    total_timesteps      | 827824      |
| train/                  |             |
|    approx_kl            | 0.036890462 |
|    clip_fraction        | 0.287       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.11       |
|    explained_variance   | 0.753       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.185       |
|    n_updates            | 2010        |
|    policy_gradient_loss | 0.00257     |
|    std                  | 0.956       |
|    value_loss           | 2.21        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 148        |
|    ep_rew_mean          | 19.3       |
|    success_rate         | 0.21       |
| time/                   |            |
|    fps                  | 218        |
|    iterations           | 20         |
|    time_elapsed         | 375        |
|    total_timesteps      | 831920     |
| train/                  |            |
|    approx_kl            | 0.03675344 |
|    clip_fraction        | 0.258      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.11      |
|    explained_variance   | 0.849      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.116      |
|    n_updates            | 2020       |
|    policy_gradient_loss | -0.00734   |
|    std                  | 0.954      |
|    value_loss           | 1.52       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 152        |
|    ep_rew_mean          | 19.3       |
|    success_rate         | 0.2        |
| time/                   |            |
|    fps                  | 218        |
|    iterations           | 21         |
|    time_elapsed         | 394        |
|    total_timesteps      | 836016     |
| train/                  |            |
|    approx_kl            | 0.03369962 |
|    clip_fraction        | 0.284      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.11      |
|    explained_variance   | 0.844      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.135      |
|    n_updates            | 2030       |
|    policy_gradient_loss | -0.00871   |
|    std                  | 0.961      |
|    value_loss           | 2.05       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 170        |
|    ep_rew_mean          | 18         |
|    success_rate         | 0.18       |
| time/                   |            |
|    fps                  | 217        |
|    iterations           | 22         |
|    time_elapsed         | 413        |
|    total_timesteps      | 840112     |
| train/                  |            |
|    approx_kl            | 0.03778179 |
|    clip_fraction        | 0.319      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.12      |
|    explained_variance   | 0.869      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.075      |
|    n_updates            | 2040       |
|    policy_gradient_loss | -0.00905   |
|    std                  | 0.962      |
|    value_loss           | 1.33       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 185         |
|    ep_rew_mean          | 17.3        |
|    success_rate         | 0.17        |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 23          |
|    time_elapsed         | 431         |
|    total_timesteps      | 844208      |
| train/                  |             |
|    approx_kl            | 0.032253865 |
|    clip_fraction        | 0.272       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.13       |
|    explained_variance   | 0.869       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0878      |
|    n_updates            | 2050        |
|    policy_gradient_loss | -0.00203    |
|    std                  | 0.961       |
|    value_loss           | 1.05        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 199         |
|    ep_rew_mean          | 17.2        |
|    success_rate         | 0.18        |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 24          |
|    time_elapsed         | 451         |
|    total_timesteps      | 848304      |
| train/                  |             |
|    approx_kl            | 0.037240356 |
|    clip_fraction        | 0.334       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.12       |
|    explained_variance   | 0.839       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0406      |
|    n_updates            | 2060        |
|    policy_gradient_loss | -0.00466    |
|    std                  | 0.963       |
|    value_loss           | 0.932       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 207        |
|    ep_rew_mean          | 18.2       |
|    success_rate         | 0.22       |
| time/                   |            |
|    fps                  | 217        |
|    iterations           | 25         |
|    time_elapsed         | 470        |
|    total_timesteps      | 852400     |
| train/                  |            |
|    approx_kl            | 0.04372519 |
|    clip_fraction        | 0.318      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.13      |
|    explained_variance   | 0.894      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0336     |
|    n_updates            | 2070       |
|    policy_gradient_loss | -0.00349   |
|    std                  | 0.967      |
|    value_loss           | 0.697      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 216         |
|    ep_rew_mean          | 18.2        |
|    success_rate         | 0.22        |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 26          |
|    time_elapsed         | 489         |
|    total_timesteps      | 856496      |
| train/                  |             |
|    approx_kl            | 0.039397046 |
|    clip_fraction        | 0.341       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.13       |
|    explained_variance   | 0.863       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.143       |
|    n_updates            | 2080        |
|    policy_gradient_loss | -0.000107   |
|    std                  | 0.963       |
|    value_loss           | 1.57        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 193         |
|    ep_rew_mean          | 20          |
|    success_rate         | 0.26        |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 27          |
|    time_elapsed         | 507         |
|    total_timesteps      | 860592      |
| train/                  |             |
|    approx_kl            | 0.041240796 |
|    clip_fraction        | 0.311       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.13       |
|    explained_variance   | 0.873       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.104       |
|    n_updates            | 2090        |
|    policy_gradient_loss | 0.00127     |
|    std                  | 0.965       |
|    value_loss           | 1.41        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 178         |
|    ep_rew_mean          | 21.5        |
|    success_rate         | 0.3         |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 28          |
|    time_elapsed         | 526         |
|    total_timesteps      | 864688      |
| train/                  |             |
|    approx_kl            | 0.041426204 |
|    clip_fraction        | 0.294       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.14       |
|    explained_variance   | 0.836       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.177       |
|    n_updates            | 2100        |
|    policy_gradient_loss | 0.00185     |
|    std                  | 0.97        |
|    value_loss           | 1.97        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 181         |
|    ep_rew_mean          | 22.2        |
|    success_rate         | 0.32        |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 29          |
|    time_elapsed         | 545         |
|    total_timesteps      | 868784      |
| train/                  |             |
|    approx_kl            | 0.036278486 |
|    clip_fraction        | 0.294       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.15       |
|    explained_variance   | 0.852       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.225       |
|    n_updates            | 2110        |
|    policy_gradient_loss | -0.000639   |
|    std                  | 0.969       |
|    value_loss           | 1.2         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 168         |
|    ep_rew_mean          | 23.2        |
|    success_rate         | 0.36        |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 30          |
|    time_elapsed         | 563         |
|    total_timesteps      | 872880      |
| train/                  |             |
|    approx_kl            | 0.045079466 |
|    clip_fraction        | 0.325       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.15       |
|    explained_variance   | 0.815       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.197       |
|    n_updates            | 2120        |
|    policy_gradient_loss | 0.00303     |
|    std                  | 0.974       |
|    value_loss           | 1.8         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 176         |
|    ep_rew_mean          | 22.5        |
|    success_rate         | 0.36        |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 31          |
|    time_elapsed         | 582         |
|    total_timesteps      | 876976      |
| train/                  |             |
|    approx_kl            | 0.029694973 |
|    clip_fraction        | 0.223       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.16       |
|    explained_variance   | 0.775       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.485       |
|    n_updates            | 2130        |
|    policy_gradient_loss | 0.00481     |
|    std                  | 0.974       |
|    value_loss           | 2.28        |
-----------------------------------------
[2026-05-17 18:14:46] N3FZ_TRAIN_HEARTBEAT config=decouple_deepsets_obs steps=130600/250000 percent= 52.24% rate=   217.7 step/s eta=   9.14 min recent_reward=21.770
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 184         |
|    ep_rew_mean          | 23.1        |
|    success_rate         | 0.39        |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 32          |
|    time_elapsed         | 601         |
|    total_timesteps      | 881072      |
| train/                  |             |
|    approx_kl            | 0.034369994 |
|    clip_fraction        | 0.294       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.16       |
|    explained_variance   | 0.817       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.139       |
|    n_updates            | 2140        |
|    policy_gradient_loss | 0.00229     |
|    std                  | 0.975       |
|    value_loss           | 1.63        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 192         |
|    ep_rew_mean          | 22.7        |
|    success_rate         | 0.37        |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 33          |
|    time_elapsed         | 620         |
|    total_timesteps      | 885168      |
| train/                  |             |
|    approx_kl            | 0.030248832 |
|    clip_fraction        | 0.244       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.17       |
|    explained_variance   | 0.783       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.319       |
|    n_updates            | 2150        |
|    policy_gradient_loss | -0.00133    |
|    std                  | 0.982       |
|    value_loss           | 2.23        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 194        |
|    ep_rew_mean          | 22.5       |
|    success_rate         | 0.35       |
| time/                   |            |
|    fps                  | 217        |
|    iterations           | 34         |
|    time_elapsed         | 639        |
|    total_timesteps      | 889264     |
| train/                  |            |
|    approx_kl            | 0.04157819 |
|    clip_fraction        | 0.296      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.19      |
|    explained_variance   | 0.782      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.117      |
|    n_updates            | 2160       |
|    policy_gradient_loss | 0.000679   |
|    std                  | 0.986      |
|    value_loss           | 1.7        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 204         |
|    ep_rew_mean          | 21.6        |
|    success_rate         | 0.32        |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 35          |
|    time_elapsed         | 657         |
|    total_timesteps      | 893360      |
| train/                  |             |
|    approx_kl            | 0.031440638 |
|    clip_fraction        | 0.305       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.2        |
|    explained_variance   | 0.839       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.138       |
|    n_updates            | 2170        |
|    policy_gradient_loss | 0.0039      |
|    std                  | 0.993       |
|    value_loss           | 1.36        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 191         |
|    ep_rew_mean          | 22.8        |
|    success_rate         | 0.34        |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 36          |
|    time_elapsed         | 677         |
|    total_timesteps      | 897456      |
| train/                  |             |
|    approx_kl            | 0.038855992 |
|    clip_fraction        | 0.318       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.22       |
|    explained_variance   | 0.862       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.183       |
|    n_updates            | 2180        |
|    policy_gradient_loss | -0.00129    |
|    std                  | 0.999       |
|    value_loss           | 1.71        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 181         |
|    ep_rew_mean          | 22.3        |
|    success_rate         | 0.31        |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 37          |
|    time_elapsed         | 696         |
|    total_timesteps      | 901552      |
| train/                  |             |
|    approx_kl            | 0.025829023 |
|    clip_fraction        | 0.246       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.23       |
|    explained_variance   | 0.816       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.26        |
|    n_updates            | 2190        |
|    policy_gradient_loss | 0.000173    |
|    std                  | 0.999       |
|    value_loss           | 2.1         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 163         |
|    ep_rew_mean          | 22.5        |
|    success_rate         | 0.31        |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 38          |
|    time_elapsed         | 714         |
|    total_timesteps      | 905648      |
| train/                  |             |
|    approx_kl            | 0.026409682 |
|    clip_fraction        | 0.219       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.23       |
|    explained_variance   | 0.847       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.339       |
|    n_updates            | 2200        |
|    policy_gradient_loss | -0.00217    |
|    std                  | 1           |
|    value_loss           | 2.14        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 145        |
|    ep_rew_mean          | 23.2       |
|    success_rate         | 0.35       |
| time/                   |            |
|    fps                  | 218        |
|    iterations           | 39         |
|    time_elapsed         | 732        |
|    total_timesteps      | 909744     |
| train/                  |            |
|    approx_kl            | 0.03579475 |
|    clip_fraction        | 0.273      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.24      |
|    explained_variance   | 0.838      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.273      |
|    n_updates            | 2210       |
|    policy_gradient_loss | 0.00456    |
|    std                  | 1          |
|    value_loss           | 2.18       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 135        |
|    ep_rew_mean          | 22.4       |
|    success_rate         | 0.34       |
| time/                   |            |
|    fps                  | 218        |
|    iterations           | 40         |
|    time_elapsed         | 751        |
|    total_timesteps      | 913840     |
| train/                  |            |
|    approx_kl            | 0.03601019 |
|    clip_fraction        | 0.314      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.23      |
|    explained_variance   | 0.702      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.185      |
|    n_updates            | 2220       |
|    policy_gradient_loss | 0.00398    |
|    std                  | 0.998      |
|    value_loss           | 2.86       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 128         |
|    ep_rew_mean          | 23.1        |
|    success_rate         | 0.38        |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 41          |
|    time_elapsed         | 770         |
|    total_timesteps      | 917936      |
| train/                  |             |
|    approx_kl            | 0.035835803 |
|    clip_fraction        | 0.31        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.24       |
|    explained_variance   | 0.675       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.24        |
|    n_updates            | 2230        |
|    policy_gradient_loss | 0.00721     |
|    std                  | 1.01        |
|    value_loss           | 2.88        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 138         |
|    ep_rew_mean          | 22.3        |
|    success_rate         | 0.33        |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 42          |
|    time_elapsed         | 789         |
|    total_timesteps      | 922032      |
| train/                  |             |
|    approx_kl            | 0.035224777 |
|    clip_fraction        | 0.29        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.26       |
|    explained_variance   | 0.602       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.231       |
|    n_updates            | 2240        |
|    policy_gradient_loss | 0.00104     |
|    std                  | 1.01        |
|    value_loss           | 2.43        |
-----------------------------------------
