Using cpu device
Logging to /root/workspace/uav-risk-rl/checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_nk_obs_s0/tensorboard/PPO_1
[2026-05-17 13:31:19] N3FZ_TRAIN_START config=decouple_nk_obs total_steps=750000 start_num_timesteps=0
---------------------------------
| rollout/           |          |
|    ep_rew_mean          | 9.08        |
|    success_rate         | 0.09        |
| time/                   |             |
|    fps                  | 221         |
|    iterations           | 16          |
|    time_elapsed         | 296         |
|    total_timesteps      | 65536       |
| train/                  |             |
|    approx_kl            | 0.019873332 |
|    clip_fraction        | 0.178       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.07       |
|    explained_variance   | 0.747       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.505       |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.0103     |
|    std                  | 0.942       |
|    value_loss           | 2.83        |
-----------------------------------------
[2026-05-17 13:36:19] N3FZ_TRAIN_HEARTBEAT config=decouple_nk_obs steps=65984/750000 percent=  8.80% rate=   219.9 step/s eta=  51.83 min recent_reward=7.799
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 179         |
|    ep_rew_mean          | 8.56        |
|    success_rate         | 0.09        |
| time/                   |             |
|    fps                  | 220         |
|    iterations           | 17          |
|    time_elapsed         | 315         |
|    total_timesteps      | 69632       |
| train/                  |             |
|    approx_kl            | 0.020806454 |
|    clip_fraction        | 0.213       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.06       |
|    explained_variance   | 0.873       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0678      |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.0107     |
|    std                  | 0.937       |
|    value_loss           | 1.21        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 183         |
|    ep_rew_mean          | 8.23        |
|    success_rate         | 0.06        |
| time/                   |             |
|    fps                  | 220         |
|    iterations           | 18          |
|    time_elapsed         | 334         |
|    total_timesteps      | 73728       |
| train/                  |             |
|    approx_kl            | 0.019688236 |
|    clip_fraction        | 0.178       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.06       |
|    explained_variance   | 0.866       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.2         |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.0065     |
|    std                  | 0.94        |
|    value_loss           | 1.49        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 196         |
|    ep_rew_mean          | 8.44        |
|    success_rate         | 0.06        |
| time/                   |             |
|    fps                  | 220         |
|    iterations           | 19          |
|    time_elapsed         | 353         |
|    total_timesteps      | 77824       |
| train/                  |             |
|    approx_kl            | 0.019900035 |
|    clip_fraction        | 0.207       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.06       |
|    explained_variance   | 0.875       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.133       |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.00678    |
|    std                  | 0.935       |
|    value_loss           | 1.27        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 187        |
|    ep_rew_mean          | 8.69       |
|    success_rate         | 0.05       |
| time/                   |            |
|    fps                  | 219        |
|    iterations           | 20         |
|    time_elapsed         | 372        |
|    total_timesteps      | 81920      |
| train/                  |            |
|    approx_kl            | 0.02075787 |
|    clip_fraction        | 0.207      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.06      |
|    explained_variance   | 0.91       |
|    learning_rate        | 0.0003     |
|    loss                 | 0.1        |
|    n_updates            | 190        |
|    policy_gradient_loss | -0.00932   |
|    std                  | 0.939      |
|    value_loss           | 1.01       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 187         |
|    ep_rew_mean          | 9.2         |
|    success_rate         | 0.06        |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 21          |
|    time_elapsed         | 392         |
|    total_timesteps      | 86016       |
| train/                  |             |
|    approx_kl            | 0.018643506 |
|    clip_fraction        | 0.2         |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.07       |
|    explained_variance   | 0.807       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.246       |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.00815    |
|    std                  | 0.941       |
|    value_loss           | 2.05        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 197         |
|    ep_rew_mean          | 9           |
|    success_rate         | 0.07        |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 22          |
|    time_elapsed         | 411         |
|    total_timesteps      | 90112       |
| train/                  |             |
|    approx_kl            | 0.021644026 |
|    clip_fraction        | 0.189       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.07       |
|    explained_variance   | 0.916       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.028       |
|    n_updates            | 210         |
|    policy_gradient_loss | -0.0106     |
|    std                  | 0.938       |
|    value_loss           | 0.732       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 189         |
|    ep_rew_mean          | 8.65        |
|    success_rate         | 0.08        |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 23          |
|    time_elapsed         | 430         |
|    total_timesteps      | 94208       |
| train/                  |             |
|    approx_kl            | 0.023061901 |
|    clip_fraction        | 0.231       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.05       |
|    explained_variance   | 0.827       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.262       |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.0114     |
|    std                  | 0.933       |
|    value_loss           | 2.21        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 193         |
|    ep_rew_mean          | 9.54        |
|    success_rate         | 0.09        |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 24          |
|    time_elapsed         | 449         |
|    total_timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.023772985 |
|    clip_fraction        | 0.213       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.05       |
|    explained_variance   | 0.761       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.241       |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.00609    |
|    std                  | 0.939       |
|    value_loss           | 2.31        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 207         |
|    ep_rew_mean          | 9.22        |
|    success_rate         | 0.08        |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 25          |
|    time_elapsed         | 469         |
|    total_timesteps      | 102400      |
| train/                  |             |
|    approx_kl            | 0.019411135 |
|    clip_fraction        | 0.205       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.07       |
|    explained_variance   | 0.872       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0922      |
|    n_updates            | 240         |
|    policy_gradient_loss | -0.0125     |
|    std                  | 0.942       |
|    value_loss           | 0.974       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 205         |
|    ep_rew_mean          | 8.47        |
|    success_rate         | 0.07        |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 26          |
|    time_elapsed         | 488         |
|    total_timesteps      | 106496      |
| train/                  |             |
|    approx_kl            | 0.026324933 |
|    clip_fraction        | 0.242       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.05       |
|    explained_variance   | 0.957       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0691      |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.0191     |
|    std                  | 0.93        |
|    value_loss           | 0.363       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 208         |
|    ep_rew_mean          | 9.13        |
|    success_rate         | 0.09        |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 27          |
|    time_elapsed         | 507         |
|    total_timesteps      | 110592      |
| train/                  |             |
|    approx_kl            | 0.023652883 |
|    clip_fraction        | 0.252       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.04       |
|    explained_variance   | 0.91        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0198      |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.0106     |
|    std                  | 0.933       |
|    value_loss           | 0.749       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 208         |
|    ep_rew_mean          | 8.61        |
|    success_rate         | 0.07        |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 28          |
|    time_elapsed         | 527         |
|    total_timesteps      | 114688      |
| train/                  |             |
|    approx_kl            | 0.026188688 |
|    clip_fraction        | 0.225       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.04       |
|    explained_variance   | 0.835       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.22        |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.0123     |
|    std                  | 0.931       |
|    value_loss           | 1.69        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 216         |
|    ep_rew_mean          | 8.72        |
|    success_rate         | 0.08        |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 29          |
|    time_elapsed         | 546         |
|    total_timesteps      | 118784      |
| train/                  |             |
|    approx_kl            | 0.027145002 |
|    clip_fraction        | 0.224       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.04       |
|    explained_variance   | 0.818       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.142       |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.00704    |
|    std                  | 0.933       |
|    value_loss           | 1.85        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 226         |
|    ep_rew_mean          | 8.42        |
|    success_rate         | 0.09        |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 30          |
|    time_elapsed         | 564         |
|    total_timesteps      | 122880      |
| train/                  |             |
|    approx_kl            | 0.033856407 |
|    clip_fraction        | 0.217       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.05       |
|    explained_variance   | 0.82        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0983      |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.00898    |
|    std                  | 0.936       |
|    value_loss           | 1.41        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 231        |
|    ep_rew_mean          | 9.05       |
|    success_rate         | 0.09       |
| time/                   |            |
|    fps                  | 217        |
|    iterations           | 31         |
|    time_elapsed         | 584        |
|    total_timesteps      | 126976     |
| train/                  |            |
|    approx_kl            | 0.04280141 |
|    clip_fraction        | 0.307      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.05      |
|    explained_variance   | 0.898      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0643     |
|    n_updates            | 300        |
|    policy_gradient_loss | -0.00481   |
|    std                  | 0.936      |
|    value_loss           | 0.704      |
----------------------------------------
[2026-05-17 13:41:19] N3FZ_TRAIN_HEARTBEAT config=decouple_nk_obs steps=130064/750000 percent= 17.34% rate=   216.8 step/s eta=  47.67 min recent_reward=7.879
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 236         |
|    ep_rew_mean          | 9.27        |
|    success_rate         | 0.11        |
| time/                   |             |
|    fps                  | 216         |
|    iterations           | 32          |
|    time_elapsed         | 604         |
|    total_timesteps      | 131072      |
| train/                  |             |
|    approx_kl            | 0.023093779 |
|    clip_fraction        | 0.272       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.06       |
|    explained_variance   | 0.95        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00843     |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.0172     |
|    std                  | 0.939       |
|    value_loss           | 0.318       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 244        |
|    ep_rew_mean          | 9.3        |
|    success_rate         | 0.07       |
| time/                   |            |
|    fps                  | 216        |
|    iterations           | 33         |
|    time_elapsed         | 624        |
|    total_timesteps      | 135168     |
| train/                  |            |
|    approx_kl            | 0.02660558 |
|    clip_fraction        | 0.259      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.06      |
|    explained_variance   | 0.876      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.404      |
|    n_updates            | 320        |
|    policy_gradient_loss | -0.00895   |
|    std                  | 0.94       |
|    value_loss           | 1.75       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 10.2        |
|    success_rate         | 0.11        |
| time/                   |             |
|    fps                  | 216         |
|    iterations           | 34          |
|    time_elapsed         | 643         |
|    total_timesteps      | 139264      |
| train/                  |             |
|    approx_kl            | 0.029974561 |
|    clip_fraction        | 0.261       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.04       |
|    explained_variance   | 0.938       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0311      |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.0128     |
|    std                  | 0.926       |
|    value_loss           | 0.485       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 248         |
|    ep_rew_mean          | 11.4        |
|    success_rate         | 0.13        |
| time/                   |             |
|    fps                  | 216         |
|    iterations           | 35          |
|    time_elapsed         | 661         |
|    total_timesteps      | 143360      |
| train/                  |             |
|    approx_kl            | 0.034803092 |
|    clip_fraction        | 0.306       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4          |
|    explained_variance   | 0.871       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.155       |
|    n_updates            | 340         |
|    policy_gradient_loss | -0.0138     |
|    std                  | 0.917       |
|    value_loss           | 1.43        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 219        |
|    ep_rew_mean          | 12.6       |
|    success_rate         | 0.16       |
| time/                   |            |
|    fps                  | 216        |
|    iterations           | 36         |
|    time_elapsed         | 680        |
|    total_timesteps      | 147456     |
| train/                  |            |
|    approx_kl            | 0.02874878 |
|    clip_fraction        | 0.26       |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.98      |
|    explained_variance   | 0.856      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.199      |
|    n_updates            | 350        |
|    policy_gradient_loss | -0.0133    |
|    std                  | 0.916      |
|    value_loss           | 1.69       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 218         |
|    ep_rew_mean          | 12.8        |
|    success_rate         | 0.15        |
| time/                   |             |
|    fps                  | 216         |
|    iterations           | 37          |
|    time_elapsed         | 700         |
|    total_timesteps      | 151552      |
| train/                  |             |
|    approx_kl            | 0.028962342 |
|    clip_fraction        | 0.263       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.99       |
|    explained_variance   | 0.857       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.341       |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.00795    |
|    std                  | 0.919       |
|    value_loss           | 1.75        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 199         |
|    ep_rew_mean          | 13.8        |
|    success_rate         | 0.18        |
| time/                   |             |
|    fps                  | 216         |
|    iterations           | 38          |
|    time_elapsed         | 719         |
|    total_timesteps      | 155648      |
| train/                  |             |
|    approx_kl            | 0.033000402 |
|    clip_fraction        | 0.311       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.99       |
|    explained_variance   | 0.898       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0994      |
|    n_updates            | 370         |
|    policy_gradient_loss | -0.0088     |
|    std                  | 0.918       |
|    value_loss           | 0.999       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 190         |
|    ep_rew_mean          | 13.2        |
|    success_rate         | 0.15        |
| time/                   |             |
|    fps                  | 216         |
|    iterations           | 39          |
|    time_elapsed         | 737         |
|    total_timesteps      | 159744      |
| train/                  |             |
|    approx_kl            | 0.029452726 |
|    clip_fraction        | 0.272       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.98       |
|    explained_variance   | 0.846       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.622       |
|    n_updates            | 380         |
|    policy_gradient_loss | -0.00697    |
|    std                  | 0.912       |
|    value_loss           | 2.41        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 179        |
|    ep_rew_mean          | 12.6       |
|    success_rate         | 0.13       |
| time/                   |            |
|    fps                  | 216        |
|    iterations           | 40         |
|    time_elapsed         | 756        |
|    total_timesteps      | 163840     |
| train/                  |            |
|    approx_kl            | 0.03352677 |
|    clip_fraction        | 0.293      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.96      |
|    explained_variance   | 0.839      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.153      |
|    n_updates            | 390        |
|    policy_gradient_loss | -0.00788   |
|    std                  | 0.908      |
|    value_loss           | 1.51       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 169         |
|    ep_rew_mean          | 12.8        |
|    success_rate         | 0.15        |
| time/                   |             |
|    fps                  | 216         |
|    iterations           | 41          |
|    time_elapsed         | 776         |
|    total_timesteps      | 167936      |
| train/                  |             |
|    approx_kl            | 0.031654846 |
|    clip_fraction        | 0.281       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.95       |
|    explained_variance   | 0.747       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.251       |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.00483    |
|    std                  | 0.907       |
|    value_loss           | 2.12        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 178        |
|    ep_rew_mean          | 13.1       |
|    success_rate         | 0.17       |
| time/                   |            |
|    fps                  | 216        |
|    iterations           | 42         |
|    time_elapsed         | 795        |
|    total_timesteps      | 172032     |
| train/                  |            |
|    approx_kl            | 0.03106181 |
|    clip_fraction        | 0.259      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.95      |
|    explained_variance   | 0.794      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.267      |
|    n_updates            | 410        |
|    policy_gradient_loss | -0.0101    |
|    std                  | 0.903      |
|    value_loss           | 1.86       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
