Logging to /root/workspace/uav-risk-rl/checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_gpsi_s1/tensorboard/PPO_1
[2026-05-17 18:04:41] N3FZ_TRAIN_START config=decouple_deepsets_gpsi total_steps=250000 start_num_timesteps=750000
---------------------------------
| rollout/           |          |
|    fps                  | 214         |
|    iterations           | 7           |
|    time_elapsed         | 133         |
|    total_timesteps      | 778672      |
| train/                  |             |
|    approx_kl            | 0.038859107 |
|    clip_fraction        | 0.326       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.13       |
|    explained_variance   | 0.891       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.132       |
|    n_updates            | 1890        |
|    policy_gradient_loss | -0.0043     |
|    std                  | 0.964       |
|    value_loss           | 1.21        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 259         |
|    ep_rew_mean          | 21          |
|    success_rate         | 0.3         |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 8           |
|    time_elapsed         | 152         |
|    total_timesteps      | 782768      |
| train/                  |             |
|    approx_kl            | 0.031047119 |
|    clip_fraction        | 0.274       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.12       |
|    explained_variance   | 0.917       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.112       |
|    n_updates            | 1900        |
|    policy_gradient_loss | -0.00181    |
|    std                  | 0.965       |
|    value_loss           | 0.823       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 275        |
|    ep_rew_mean          | 20.2       |
|    success_rate         | 0.28       |
| time/                   |            |
|    fps                  | 213        |
|    iterations           | 9          |
|    time_elapsed         | 172        |
|    total_timesteps      | 786864     |
| train/                  |            |
|    approx_kl            | 0.03233345 |
|    clip_fraction        | 0.272      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.13      |
|    explained_variance   | 0.899      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0818     |
|    n_updates            | 1910       |
|    policy_gradient_loss | 0.00103    |
|    std                  | 0.967      |
|    value_loss           | 1.18       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 291         |
|    ep_rew_mean          | 19.4        |
|    success_rate         | 0.24        |
| time/                   |             |
|    fps                  | 213         |
|    iterations           | 10          |
|    time_elapsed         | 192         |
|    total_timesteps      | 790960      |
| train/                  |             |
|    approx_kl            | 0.033077262 |
|    clip_fraction        | 0.271       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.14       |
|    explained_variance   | 0.92        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0199     |
|    n_updates            | 1920        |
|    policy_gradient_loss | -0.00495    |
|    std                  | 0.973       |
|    value_loss           | 0.38        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 264         |
|    ep_rew_mean          | 19.9        |
|    success_rate         | 0.27        |
| time/                   |             |
|    fps                  | 212         |
|    iterations           | 11          |
|    time_elapsed         | 211         |
|    total_timesteps      | 795056      |
| train/                  |             |
|    approx_kl            | 0.036610577 |
|    clip_fraction        | 0.293       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.14       |
|    explained_variance   | 0.95        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0064      |
|    n_updates            | 1930        |
|    policy_gradient_loss | -0.00605    |
|    std                  | 0.97        |
|    value_loss           | 0.235       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 259         |
|    ep_rew_mean          | 19.4        |
|    success_rate         | 0.24        |
| time/                   |             |
|    fps                  | 211         |
|    iterations           | 12          |
|    time_elapsed         | 232         |
|    total_timesteps      | 799152      |
| train/                  |             |
|    approx_kl            | 0.070400044 |
|    clip_fraction        | 0.406       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.14       |
|    explained_variance   | 0.842       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.351       |
|    n_updates            | 1940        |
|    policy_gradient_loss | 0.00767     |
|    std                  | 0.974       |
|    value_loss           | 2.56        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 258         |
|    ep_rew_mean          | 18.3        |
|    success_rate         | 0.2         |
| time/                   |             |
|    fps                  | 209         |
|    iterations           | 13          |
|    time_elapsed         | 253         |
|    total_timesteps      | 803248      |
| train/                  |             |
|    approx_kl            | 0.037104584 |
|    clip_fraction        | 0.259       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.16       |
|    explained_variance   | 0.877       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0506      |
|    n_updates            | 1950        |
|    policy_gradient_loss | -0.00218    |
|    std                  | 0.984       |
|    value_loss           | 0.634       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 268         |
|    ep_rew_mean          | 18.2        |
|    success_rate         | 0.19        |
| time/                   |             |
|    fps                  | 209         |
|    iterations           | 14          |
|    time_elapsed         | 274         |
|    total_timesteps      | 807344      |
| train/                  |             |
|    approx_kl            | 0.028364109 |
|    clip_fraction        | 0.262       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.18       |
|    explained_variance   | 0.888       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.107       |
|    n_updates            | 1960        |
|    policy_gradient_loss | 0.00265     |
|    std                  | 0.988       |
|    value_loss           | 1.42        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 250         |
|    ep_rew_mean          | 18          |
|    success_rate         | 0.19        |
| time/                   |             |
|    fps                  | 209         |
|    iterations           | 15          |
|    time_elapsed         | 292         |
|    total_timesteps      | 811440      |
| train/                  |             |
|    approx_kl            | 0.053409744 |
|    clip_fraction        | 0.326       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.2        |
|    explained_variance   | 0.898       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.655       |
|    n_updates            | 1970        |
|    policy_gradient_loss | -0.00169    |
|    std                  | 0.992       |
|    value_loss           | 1.23        |
-----------------------------------------
[2026-05-17 18:09:41] N3FZ_TRAIN_HEARTBEAT config=decouple_deepsets_gpsi steps=62540/250000 percent= 25.02% rate=   208.5 step/s eta=  14.99 min recent_reward=17.101
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 242         |
|    ep_rew_mean          | 17.7        |
|    success_rate         | 0.19        |
| time/                   |             |
|    fps                  | 209         |
|    iterations           | 16          |
|    time_elapsed         | 312         |
|    total_timesteps      | 815536      |
| train/                  |             |
|    approx_kl            | 0.044504575 |
|    clip_fraction        | 0.333       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.22       |
|    explained_variance   | 0.838       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.367       |
|    n_updates            | 1980        |
|    policy_gradient_loss | 0.00113     |
|    std                  | 1           |
|    value_loss           | 1.99        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 262         |
|    ep_rew_mean          | 17.4        |
|    success_rate         | 0.18        |
| time/                   |             |
|    fps                  | 209         |
|    iterations           | 17          |
|    time_elapsed         | 332         |
|    total_timesteps      | 819632      |
| train/                  |             |
|    approx_kl            | 0.028785072 |
|    clip_fraction        | 0.282       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.24       |
|    explained_variance   | 0.883       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.193       |
|    n_updates            | 1990        |
|    policy_gradient_loss | -0.00459    |
|    std                  | 1.01        |
|    value_loss           | 1.03        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 270         |
|    ep_rew_mean          | 17.5        |
|    success_rate         | 0.21        |
| time/                   |             |
|    fps                  | 209         |
|    iterations           | 18          |
|    time_elapsed         | 351         |
|    total_timesteps      | 823728      |
| train/                  |             |
|    approx_kl            | 0.032417644 |
|    clip_fraction        | 0.275       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.26       |
|    explained_variance   | 0.906       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0541      |
|    n_updates            | 2000        |
|    policy_gradient_loss | -0.00421    |
|    std                  | 1.01        |
|    value_loss           | 0.771       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 265         |
|    ep_rew_mean          | 18.6        |
|    success_rate         | 0.27        |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 19          |
|    time_elapsed         | 370         |
|    total_timesteps      | 827824      |
| train/                  |             |
|    approx_kl            | 0.039656915 |
|    clip_fraction        | 0.328       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.26       |
|    explained_variance   | 0.821       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.19        |
|    n_updates            | 2010        |
|    policy_gradient_loss | -9.54e-05   |
|    std                  | 1.01        |
|    value_loss           | 1.55        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 282         |
|    ep_rew_mean          | 19          |
|    success_rate         | 0.29        |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 20          |
|    time_elapsed         | 389         |
|    total_timesteps      | 831920      |
| train/                  |             |
|    approx_kl            | 0.031219263 |
|    clip_fraction        | 0.289       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.28       |
|    explained_variance   | 0.895       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.143       |
|    n_updates            | 2020        |
|    policy_gradient_loss | -0.00518    |
|    std                  | 1.02        |
|    value_loss           | 1.15        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 285         |
|    ep_rew_mean          | 18.9        |
|    success_rate         | 0.28        |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 21          |
|    time_elapsed         | 408         |
|    total_timesteps      | 836016      |
| train/                  |             |
|    approx_kl            | 0.042051718 |
|    clip_fraction        | 0.305       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.3        |
|    explained_variance   | 0.917       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0502      |
|    n_updates            | 2030        |
|    policy_gradient_loss | -0.00455    |
|    std                  | 1.03        |
|    value_loss           | 0.89        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 292         |
|    ep_rew_mean          | 19.6        |
|    success_rate         | 0.31        |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 22          |
|    time_elapsed         | 428         |
|    total_timesteps      | 840112      |
| train/                  |             |
|    approx_kl            | 0.037306618 |
|    clip_fraction        | 0.317       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.31       |
|    explained_variance   | 0.913       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.061       |
|    n_updates            | 2040        |
|    policy_gradient_loss | -0.00321    |
|    std                  | 1.02        |
|    value_loss           | 0.712       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 293         |
|    ep_rew_mean          | 20.4        |
|    success_rate         | 0.33        |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 23          |
|    time_elapsed         | 446         |
|    total_timesteps      | 844208      |
| train/                  |             |
|    approx_kl            | 0.040794566 |
|    clip_fraction        | 0.316       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.3        |
|    explained_variance   | 0.901       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.045       |
|    n_updates            | 2050        |
|    policy_gradient_loss | 0.000553    |
|    std                  | 1.03        |
|    value_loss           | 0.893       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 296         |
|    ep_rew_mean          | 21          |
|    success_rate         | 0.34        |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 24          |
|    time_elapsed         | 466         |
|    total_timesteps      | 848304      |
| train/                  |             |
|    approx_kl            | 0.034435004 |
|    clip_fraction        | 0.319       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.32       |
|    explained_variance   | 0.901       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0865      |
|    n_updates            | 2060        |
|    policy_gradient_loss | 0.00622     |
|    std                  | 1.03        |
|    value_loss           | 1.24        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 295        |
|    ep_rew_mean          | 21.3       |
|    success_rate         | 0.33       |
| time/                   |            |
|    fps                  | 210        |
|    iterations           | 25         |
|    time_elapsed         | 486        |
|    total_timesteps      | 852400     |
| train/                  |            |
|    approx_kl            | 0.02985109 |
|    clip_fraction        | 0.257      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.31      |
|    explained_variance   | 0.915      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0301     |
|    n_updates            | 2070       |
|    policy_gradient_loss | -0.00576   |
|    std                  | 1.03       |
|    value_loss           | 0.64       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 288        |
|    ep_rew_mean          | 21.9       |
|    success_rate         | 0.34       |
| time/                   |            |
|    fps                  | 210        |
|    iterations           | 26         |
|    time_elapsed         | 505        |
|    total_timesteps      | 856496     |
| train/                  |            |
|    approx_kl            | 0.03733959 |
|    clip_fraction        | 0.324      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.31      |
|    explained_variance   | 0.931      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0651     |
|    n_updates            | 2080       |
|    policy_gradient_loss | -0.0105    |
|    std                  | 1.03       |
|    value_loss           | 1.11       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 290         |
|    ep_rew_mean          | 21.9        |
|    success_rate         | 0.33        |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 27          |
|    time_elapsed         | 525         |
|    total_timesteps      | 860592      |
| train/                  |             |
|    approx_kl            | 0.036228616 |
|    clip_fraction        | 0.278       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.31       |
|    explained_variance   | 0.916       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.111       |
|    n_updates            | 2090        |
|    policy_gradient_loss | -0.00321    |
|    std                  | 1.02        |
|    value_loss           | 0.967       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 282         |
|    ep_rew_mean          | 22.7        |
|    success_rate         | 0.35        |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 28          |
|    time_elapsed         | 545         |
|    total_timesteps      | 864688      |
| train/                  |             |
|    approx_kl            | 0.035978913 |
|    clip_fraction        | 0.28        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.3        |
|    explained_variance   | 0.951       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.152       |
|    n_updates            | 2100        |
|    policy_gradient_loss | -0.00941    |
|    std                  | 1.02        |
|    value_loss           | 0.842       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 280         |
|    ep_rew_mean          | 22.6        |
|    success_rate         | 0.34        |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 29          |
|    time_elapsed         | 565         |
|    total_timesteps      | 868784      |
| train/                  |             |
|    approx_kl            | 0.034717545 |
|    clip_fraction        | 0.316       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.31       |
|    explained_variance   | 0.936       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0515      |
|    n_updates            | 2110        |
|    policy_gradient_loss | -0.00866    |
|    std                  | 1.03        |
|    value_loss           | 0.783       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 293        |
|    ep_rew_mean          | 22.1       |
|    success_rate         | 0.31       |
| time/                   |            |
|    fps                  | 209        |
|    iterations           | 30         |
|    time_elapsed         | 585        |
|    total_timesteps      | 872880     |
| train/                  |            |
|    approx_kl            | 0.03676773 |
|    clip_fraction        | 0.307      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.34      |
|    explained_variance   | 0.922      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0742     |
|    n_updates            | 2120       |
|    policy_gradient_loss | -0.00187   |
|    std                  | 1.04       |
|    value_loss           | 0.775      |
----------------------------------------
[2026-05-17 18:14:41] N3FZ_TRAIN_HEARTBEAT config=decouple_deepsets_gpsi steps=125656/250000 percent= 50.26% rate=   209.4 step/s eta=   9.90 min recent_reward=19.212
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 21          |
|    success_rate         | 0.26        |
| time/                   |             |
|    fps                  | 209         |
|    iterations           | 31          |
|    time_elapsed         | 605         |
|    total_timesteps      | 876976      |
| train/                  |             |
|    approx_kl            | 0.046406455 |
|    clip_fraction        | 0.28        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.34       |
|    explained_variance   | 0.948       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0318      |
|    n_updates            | 2130        |
|    policy_gradient_loss | -0.0063     |
|    std                  | 1.03        |
|    value_loss           | 0.416       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 295         |
|    ep_rew_mean          | 21          |
|    success_rate         | 0.25        |
| time/                   |             |
|    fps                  | 209         |
|    iterations           | 32          |
|    time_elapsed         | 625         |
|    total_timesteps      | 881072      |
| train/                  |             |
|    approx_kl            | 0.034659762 |
|    clip_fraction        | 0.274       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.34       |
|    explained_variance   | 0.933       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00357     |
|    n_updates            | 2140        |
|    policy_gradient_loss | -0.00754    |
|    std                  | 1.04        |
|    value_loss           | 0.732       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 298         |
|    ep_rew_mean          | 20.6        |
|    success_rate         | 0.22        |
| time/                   |             |
|    fps                  | 209         |
|    iterations           | 33          |
|    time_elapsed         | 645         |
|    total_timesteps      | 885168      |
| train/                  |             |
|    approx_kl            | 0.039028272 |
|    clip_fraction        | 0.278       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.34       |
|    explained_variance   | 0.954       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0187      |
|    n_updates            | 2150        |
|    policy_gradient_loss | -0.00823    |
|    std                  | 1.03        |
|    value_loss           | 0.454       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 279        |
|    ep_rew_mean          | 20.2       |
|    success_rate         | 0.2        |
| time/                   |            |
|    fps                  | 209        |
|    iterations           | 34         |
|    time_elapsed         | 665        |
|    total_timesteps      | 889264     |
| train/                  |            |
|    approx_kl            | 0.03968606 |
|    clip_fraction        | 0.296      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.33      |
|    explained_variance   | 0.95       |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0391     |
|    n_updates            | 2160       |
|    policy_gradient_loss | -0.0104    |
|    std                  | 1.03       |
|    value_loss           | 0.979      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 270         |
|    ep_rew_mean          | 21.3        |
|    success_rate         | 0.25        |
| time/                   |             |
|    fps                  | 209         |
|    iterations           | 35          |
|    time_elapsed         | 684         |
|    total_timesteps      | 893360      |
| train/                  |             |
|    approx_kl            | 0.035263143 |
|    clip_fraction        | 0.299       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.33       |
|    explained_variance   | 0.894       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.157       |
|    n_updates            | 2170        |
|    policy_gradient_loss | -0.0058     |
|    std                  | 1.03        |
|    value_loss           | 1.45        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 234         |
|    ep_rew_mean          | 22.7        |
|    success_rate         | 0.32        |
| time/                   |             |
|    fps                  | 209         |
|    iterations           | 36          |
|    time_elapsed         | 703         |
|    total_timesteps      | 897456      |
| train/                  |             |
|    approx_kl            | 0.036682483 |
|    clip_fraction        | 0.287       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.32       |
|    explained_variance   | 0.837       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.508       |
|    n_updates            | 2180        |
|    policy_gradient_loss | -0.00101    |
|    std                  | 1.03        |
|    value_loss           | 2.77        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 198         |
|    ep_rew_mean          | 23.8        |
|    success_rate         | 0.37        |
| time/                   |             |
|    fps                  | 209         |
|    iterations           | 37          |
|    time_elapsed         | 722         |
|    total_timesteps      | 901552      |
| train/                  |             |
|    approx_kl            | 0.038192317 |
|    clip_fraction        | 0.323       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.33       |
|    explained_variance   | 0.773       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.272       |
|    n_updates            | 2190        |
|    policy_gradient_loss | 0.000172    |
|    std                  | 1.04        |
|    value_loss           | 2.85        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 179        |
|    ep_rew_mean          | 25.4       |
|    success_rate         | 0.44       |
| time/                   |            |
|    fps                  | 209        |
|    iterations           | 38         |
|    time_elapsed         | 741        |
|    total_timesteps      | 905648     |
| train/                  |            |
|    approx_kl            | 0.03286404 |
|    clip_fraction        | 0.274      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.34      |
|    explained_variance   | 0.833      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.515      |
|    n_updates            | 2200       |
|    policy_gradient_loss | 0.00354    |
|    std                  | 1.04       |
|    value_loss           | 2.37       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 161         |
|    ep_rew_mean          | 24.4        |
|    success_rate         | 0.4         |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 39          |
|    time_elapsed         | 760         |
|    total_timesteps      | 909744      |
| train/                  |             |
|    approx_kl            | 0.045035593 |
|    clip_fraction        | 0.339       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.35       |
|    explained_variance   | 0.735       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.383       |
|    n_updates            | 2210        |
|    policy_gradient_loss | 0.00695     |
|    std                  | 1.04        |
|    value_loss           | 3.29        |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 152       |
|    ep_rew_mean          | 24.1      |
|    success_rate         | 0.4       |
| time/                   |           |
|    fps                  | 210       |
|    iterations           | 40        |
|    time_elapsed         | 779       |
|    total_timesteps      | 913840    |
| train/                  |           |
|    approx_kl            | 0.0558266 |
|    clip_fraction        | 0.346     |
|    clip_range           | 0.2       |
|    entropy_loss         | -4.37     |
|    explained_variance   | 0.733     |
|    learning_rate        | 0.0003    |
|    loss                 | 0.515     |
|    n_updates            | 2220      |
|    policy_gradient_loss | 0.0107    |
|    std                  | 1.05      |
|    value_loss           | 3.37      |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 149         |
|    ep_rew_mean          | 24.6        |
|    success_rate         | 0.43        |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 41          |
|    time_elapsed         | 798         |
|    total_timesteps      | 917936      |
| train/                  |             |
|    approx_kl            | 0.035349295 |
|    clip_fraction        | 0.293       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.37       |
|    explained_variance   | 0.765       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.492       |
|    n_updates            | 2230        |
|    policy_gradient_loss | 0.00513     |
|    std                  | 1.05        |
|    value_loss           | 3.21        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 159         |
|    ep_rew_mean          | 24.5        |
|    success_rate         | 0.4         |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 42          |
|    time_elapsed         | 817         |
|    total_timesteps      | 922032      |
| train/                  |             |
|    approx_kl            | 0.037238643 |
|    clip_fraction        | 0.302       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.39       |
|    explained_variance   | 0.739       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.7         |
|    n_updates            | 2240        |
|    policy_gradient_loss | 0.00911     |
|    std                  | 1.05        |
