Using cpu device
Logging to /root/workspace/uav-risk-rl/checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_gpsi_s3/tensorboard/PPO_1
[2026-05-17 14:41:38] N3FZ_TRAIN_START config=decouple_deepsets_gpsi total_steps=750000 start_num_timesteps=0
---------------------------------
| rollout/           |          |
|    ep_rew_mean          | 10.6        |
|    success_rate         | 0.11        |
| time/                   |             |
|    fps                  | 215         |
|    iterations           | 14          |
|    time_elapsed         | 266         |
|    total_timesteps      | 57344       |
| train/                  |             |
|    approx_kl            | 0.011394512 |
|    clip_fraction        | 0.132       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.12       |
|    explained_variance   | 0.747       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.683       |
|    n_updates            | 130         |
|    policy_gradient_loss | -0.00774    |
|    std                  | 0.957       |
|    value_loss           | 3.1         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 158         |
|    ep_rew_mean          | 10.8        |
|    success_rate         | 0.12        |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 15          |
|    time_elapsed         | 285         |
|    total_timesteps      | 61440       |
| train/                  |             |
|    approx_kl            | 0.012602694 |
|    clip_fraction        | 0.141       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.12       |
|    explained_variance   | 0.75        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.66        |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.00611    |
|    std                  | 0.957       |
|    value_loss           | 2.85        |
-----------------------------------------
[2026-05-17 14:46:38] N3FZ_TRAIN_HEARTBEAT config=decouple_deepsets_gpsi steps=64320/750000 percent=  8.58% rate=   214.4 step/s eta=  53.30 min recent_reward=11.088
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 157         |
|    ep_rew_mean          | 11.1        |
|    success_rate         | 0.13        |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 16          |
|    time_elapsed         | 304         |
|    total_timesteps      | 65536       |
| train/                  |             |
|    approx_kl            | 0.015648566 |
|    clip_fraction        | 0.157       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.12       |
|    explained_variance   | 0.743       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.322       |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.00598    |
|    std                  | 0.958       |
|    value_loss           | 2.43        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 149         |
|    ep_rew_mean          | 11.6        |
|    success_rate         | 0.15        |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 17          |
|    time_elapsed         | 324         |
|    total_timesteps      | 69632       |
| train/                  |             |
|    approx_kl            | 0.015384163 |
|    clip_fraction        | 0.158       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.12       |
|    explained_variance   | 0.722       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.702       |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.00646    |
|    std                  | 0.956       |
|    value_loss           | 3.19        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 153          |
|    ep_rew_mean          | 13           |
|    success_rate         | 0.17         |
| time/                   |              |
|    fps                  | 214          |
|    iterations           | 18           |
|    time_elapsed         | 343          |
|    total_timesteps      | 73728        |
| train/                  |              |
|    approx_kl            | 0.0147173125 |
|    clip_fraction        | 0.143        |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.12        |
|    explained_variance   | 0.666        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.634        |
|    n_updates            | 170          |
|    policy_gradient_loss | -0.00802     |
|    std                  | 0.955        |
|    value_loss           | 3.48         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 138         |
|    ep_rew_mean          | 12.7        |
|    success_rate         | 0.18        |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 19          |
|    time_elapsed         | 362         |
|    total_timesteps      | 77824       |
| train/                  |             |
|    approx_kl            | 0.014187524 |
|    clip_fraction        | 0.157       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.11       |
|    explained_variance   | 0.623       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.701       |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.0042     |
|    std                  | 0.954       |
|    value_loss           | 3.21        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 140         |
|    ep_rew_mean          | 13.6        |
|    success_rate         | 0.19        |
| time/                   |             |
|    fps                  | 215         |
|    iterations           | 20          |
|    time_elapsed         | 380         |
|    total_timesteps      | 81920       |
| train/                  |             |
|    approx_kl            | 0.014444906 |
|    clip_fraction        | 0.154       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.11       |
|    explained_variance   | 0.599       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.18        |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.00259    |
|    std                  | 0.956       |
|    value_loss           | 4.12        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 144         |
|    ep_rew_mean          | 15.2        |
|    success_rate         | 0.25        |
| time/                   |             |
|    fps                  | 215         |
|    iterations           | 21          |
|    time_elapsed         | 398         |
|    total_timesteps      | 86016       |
| train/                  |             |
|    approx_kl            | 0.013869949 |
|    clip_fraction        | 0.142       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.12       |
|    explained_variance   | 0.627       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.517       |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.00623    |
|    std                  | 0.957       |
|    value_loss           | 3.56        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 142         |
|    ep_rew_mean          | 13.6        |
|    success_rate         | 0.2         |
| time/                   |             |
|    fps                  | 215         |
|    iterations           | 22          |
|    time_elapsed         | 417         |
|    total_timesteps      | 90112       |
| train/                  |             |
|    approx_kl            | 0.016145773 |
|    clip_fraction        | 0.15        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.12       |
|    explained_variance   | 0.644       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.648       |
|    n_updates            | 210         |
|    policy_gradient_loss | -0.00525    |
|    std                  | 0.956       |
|    value_loss           | 3.19        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 149        |
|    ep_rew_mean          | 13.5       |
|    success_rate         | 0.18       |
| time/                   |            |
|    fps                  | 215        |
|    iterations           | 23         |
|    time_elapsed         | 436        |
|    total_timesteps      | 94208      |
| train/                  |            |
|    approx_kl            | 0.01775906 |
|    clip_fraction        | 0.176      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.12      |
|    explained_variance   | 0.708      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.502      |
|    n_updates            | 220        |
|    policy_gradient_loss | -0.00807   |
|    std                  | 0.957      |
|    value_loss           | 2.88       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 154         |
|    ep_rew_mean          | 14.4        |
|    success_rate         | 0.21        |
| time/                   |             |
|    fps                  | 216         |
|    iterations           | 24          |
|    time_elapsed         | 454         |
|    total_timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.015133001 |
|    clip_fraction        | 0.174       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.13       |
|    explained_variance   | 0.751       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.407       |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.00558    |
|    std                  | 0.963       |
|    value_loss           | 2.38        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 147         |
|    ep_rew_mean          | 13.8        |
|    success_rate         | 0.19        |
| time/                   |             |
|    fps                  | 216         |
|    iterations           | 25          |
|    time_elapsed         | 473         |
|    total_timesteps      | 102400      |
| train/                  |             |
|    approx_kl            | 0.016990464 |
|    clip_fraction        | 0.169       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.14       |
|    explained_variance   | 0.767       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.558       |
|    n_updates            | 240         |
|    policy_gradient_loss | -0.00283    |
|    std                  | 0.962       |
|    value_loss           | 3.15        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 143         |
|    ep_rew_mean          | 13.5        |
|    success_rate         | 0.2         |
| time/                   |             |
|    fps                  | 216         |
|    iterations           | 26          |
|    time_elapsed         | 492         |
|    total_timesteps      | 106496      |
| train/                  |             |
|    approx_kl            | 0.015133952 |
|    clip_fraction        | 0.169       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.14       |
|    explained_variance   | 0.724       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.798       |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.00748    |
|    std                  | 0.962       |
|    value_loss           | 3.86        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 141         |
|    ep_rew_mean          | 13.7        |
|    success_rate         | 0.22        |
| time/                   |             |
|    fps                  | 216         |
|    iterations           | 27          |
|    time_elapsed         | 511         |
|    total_timesteps      | 110592      |
| train/                  |             |
|    approx_kl            | 0.021536905 |
|    clip_fraction        | 0.204       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.14       |
|    explained_variance   | 0.748       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.421       |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.00231    |
|    std                  | 0.966       |
|    value_loss           | 3.13        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 147         |
|    ep_rew_mean          | 11.4        |
|    success_rate         | 0.16        |
| time/                   |             |
|    fps                  | 216         |
|    iterations           | 28          |
|    time_elapsed         | 530         |
|    total_timesteps      | 114688      |
| train/                  |             |
|    approx_kl            | 0.021137793 |
|    clip_fraction        | 0.197       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.15       |
|    explained_variance   | 0.748       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.566       |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.00476    |
|    std                  | 0.966       |
|    value_loss           | 3.1         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 148         |
|    ep_rew_mean          | 9.29        |
|    success_rate         | 0.12        |
| time/                   |             |
|    fps                  | 215         |
|    iterations           | 29          |
|    time_elapsed         | 550         |
|    total_timesteps      | 118784      |
| train/                  |             |
|    approx_kl            | 0.016455628 |
|    clip_fraction        | 0.19        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.15       |
|    explained_variance   | 0.791       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.624       |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.00548    |
|    std                  | 0.967       |
|    value_loss           | 2.74        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 160         |
|    ep_rew_mean          | 9.85        |
|    success_rate         | 0.12        |
| time/                   |             |
|    fps                  | 215         |
|    iterations           | 30          |
|    time_elapsed         | 570         |
|    total_timesteps      | 122880      |
| train/                  |             |
|    approx_kl            | 0.021967962 |
|    clip_fraction        | 0.197       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.16       |
|    explained_variance   | 0.849       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.98        |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.00308    |
|    std                  | 0.968       |
|    value_loss           | 2.6         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 169        |
|    ep_rew_mean          | 10.4       |
|    success_rate         | 0.11       |
| time/                   |            |
|    fps                  | 215        |
|    iterations           | 31         |
|    time_elapsed         | 590        |
|    total_timesteps      | 126976     |
| train/                  |            |
|    approx_kl            | 0.01893694 |
|    clip_fraction        | 0.217      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.16      |
|    explained_variance   | 0.849      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.181      |
|    n_updates            | 300        |
|    policy_gradient_loss | -0.00743   |
|    std                  | 0.968      |
|    value_loss           | 1.91       |
----------------------------------------
[2026-05-17 14:51:38] N3FZ_TRAIN_HEARTBEAT config=decouple_deepsets_gpsi steps=128640/750000 percent= 17.15% rate=   214.4 step/s eta=  48.30 min recent_reward=11.094
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 179        |
|    ep_rew_mean          | 10.5       |
|    success_rate         | 0.11       |
| time/                   |            |
|    fps                  | 214        |
|    iterations           | 32         |
|    time_elapsed         | 610        |
|    total_timesteps      | 131072     |
| train/                  |            |
|    approx_kl            | 0.02184471 |
|    clip_fraction        | 0.219      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.15      |
|    explained_variance   | 0.894      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.252      |
|    n_updates            | 310        |
|    policy_gradient_loss | -0.00709   |
|    std                  | 0.963      |
|    value_loss           | 1.41       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 191         |
|    ep_rew_mean          | 11.8        |
|    success_rate         | 0.13        |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 33          |
|    time_elapsed         | 629         |
|    total_timesteps      | 135168      |
| train/                  |             |
|    approx_kl            | 0.025020448 |
|    clip_fraction        | 0.203       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.14       |
|    explained_variance   | 0.912       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0927      |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.00715    |
|    std                  | 0.965       |
|    value_loss           | 1.14        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 206         |
|    ep_rew_mean          | 11.9        |
|    success_rate         | 0.13        |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 34          |
|    time_elapsed         | 649         |
|    total_timesteps      | 139264      |
| train/                  |             |
|    approx_kl            | 0.022904634 |
|    clip_fraction        | 0.227       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.15       |
|    explained_variance   | 0.925       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.133       |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.00842    |
|    std                  | 0.967       |
|    value_loss           | 1.05        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 198         |
|    ep_rew_mean          | 13.7        |
|    success_rate         | 0.19        |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 35          |
|    time_elapsed         | 669         |
|    total_timesteps      | 143360      |
| train/                  |             |
|    approx_kl            | 0.020997686 |
|    clip_fraction        | 0.261       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.15       |
|    explained_variance   | 0.89        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.421       |
|    n_updates            | 340         |
|    policy_gradient_loss | -0.00655    |
|    std                  | 0.968       |
|    value_loss           | 2.22        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 202         |
|    ep_rew_mean          | 13.1        |
|    success_rate         | 0.2         |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 36          |
|    time_elapsed         | 687         |
|    total_timesteps      | 147456      |
| train/                  |             |
|    approx_kl            | 0.021439506 |
|    clip_fraction        | 0.244       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.15       |
|    explained_variance   | 0.8         |
|    learning_rate        | 0.0003      |
|    loss                 | 0.326       |
|    n_updates            | 350         |
|    policy_gradient_loss | -0.00507    |
|    std                  | 0.966       |
|    value_loss           | 2.33        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 210         |
|    ep_rew_mean          | 12.1        |
|    success_rate         | 0.2         |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 37          |
|    time_elapsed         | 707         |
|    total_timesteps      | 151552      |
| train/                  |             |
|    approx_kl            | 0.023484528 |
|    clip_fraction        | 0.234       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.14       |
|    explained_variance   | 0.821       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.572       |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.00409    |
|    std                  | 0.963       |
|    value_loss           | 2.41        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 212        |
|    ep_rew_mean          | 13.2       |
|    success_rate         | 0.24       |
| time/                   |            |
|    fps                  | 213        |
|    iterations           | 38         |
|    time_elapsed         | 727        |
|    total_timesteps      | 155648     |
| train/                  |            |
|    approx_kl            | 0.03447547 |
|    clip_fraction        | 0.299      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.13      |
|    explained_variance   | 0.846      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.243      |
|    n_updates            | 370        |
|    policy_gradient_loss | -0.00786   |
|    std                  | 0.956      |
|    value_loss           | 1.43       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 203         |
|    ep_rew_mean          | 12.5        |
|    success_rate         | 0.23        |
| time/                   |             |
|    fps                  | 213         |
|    iterations           | 39          |
|    time_elapsed         | 747         |
|    total_timesteps      | 159744      |
| train/                  |             |
|    approx_kl            | 0.022307508 |
|    clip_fraction        | 0.242       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.1        |
|    explained_variance   | 0.869       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.182       |
|    n_updates            | 380         |
|    policy_gradient_loss | -0.00941    |
|    std                  | 0.948       |
|    value_loss           | 2.02        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 216         |
|    ep_rew_mean          | 11.8        |
|    success_rate         | 0.2         |
| time/                   |             |
|    fps                  | 213         |
|    iterations           | 40          |
|    time_elapsed         | 767         |
|    total_timesteps      | 163840      |
| train/                  |             |
|    approx_kl            | 0.022803616 |
|    clip_fraction        | 0.214       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.08       |
|    explained_variance   | 0.826       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.617       |
|    n_updates            | 390         |
|    policy_gradient_loss | -0.00625    |
|    std                  | 0.946       |
|    value_loss           | 2.52        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 218         |
|    ep_rew_mean          | 12.2        |
|    success_rate         | 0.21        |
| time/                   |             |
|    fps                  | 213         |
|    iterations           | 41          |
|    time_elapsed         | 786         |
|    total_timesteps      | 167936      |
| train/                  |             |
|    approx_kl            | 0.018758677 |
|    clip_fraction        | 0.211       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.1        |
|    explained_variance   | 0.901       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.149       |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.00339    |
|    std                  | 0.959       |
|    value_loss           | 0.946       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 213         |
|    ep_rew_mean          | 13.4        |
|    success_rate         | 0.24        |
| time/                   |             |
|    fps                  | 213         |
|    iterations           | 42          |
|    time_elapsed         | 806         |
|    total_timesteps      | 172032      |
| train/                  |             |
|    approx_kl            | 0.017272806 |
|    clip_fraction        | 0.207       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.13       |
|    explained_variance   | 0.89        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.172       |
|    n_updates            | 410         |
|    policy_gradient_loss | -0.00428    |
|    std                  | 0.962       |
|    value_loss           | 1.74        |
-----------------------------------------
-----------------------------------------
