Using cpu device
Logging to /root/workspace/uav-risk-rl/checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_obs_s1/tensorboard/PPO_1
[2026-05-17 13:36:26] N3FZ_TRAIN_START config=decouple_deepsets_obs total_steps=750000 start_num_timesteps=0
---------------------------------
| rollout/           |          |
| train/                  |             |
|    approx_kl            | 0.011746728 |
|    clip_fraction        | 0.113       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.1        |
|    explained_variance   | 0.851       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.455       |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.00788    |
|    std                  | 0.949       |
|    value_loss           | 1.63        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 208          |
|    ep_rew_mean          | 8.13         |
|    success_rate         | 0.07         |
| time/                   |              |
|    fps                  | 214          |
|    iterations           | 12           |
|    time_elapsed         | 229          |
|    total_timesteps      | 49152        |
| train/                  |              |
|    approx_kl            | 0.0124996295 |
|    clip_fraction        | 0.138        |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.09        |
|    explained_variance   | 0.848        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.337        |
|    n_updates            | 110          |
|    policy_gradient_loss | -0.00598     |
|    std                  | 0.948        |
|    value_loss           | 1.75         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 202         |
|    ep_rew_mean          | 8.32        |
|    success_rate         | 0.09        |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 13          |
|    time_elapsed         | 247         |
|    total_timesteps      | 53248       |
| train/                  |             |
|    approx_kl            | 0.010348787 |
|    clip_fraction        | 0.111       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.08       |
|    explained_variance   | 0.881       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.189       |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.00978    |
|    std                  | 0.943       |
|    value_loss           | 1.58        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 209         |
|    ep_rew_mean          | 9.63        |
|    success_rate         | 0.13        |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 14          |
|    time_elapsed         | 267         |
|    total_timesteps      | 57344       |
| train/                  |             |
|    approx_kl            | 0.013748673 |
|    clip_fraction        | 0.142       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.07       |
|    explained_variance   | 0.815       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.863       |
|    n_updates            | 130         |
|    policy_gradient_loss | -0.00747    |
|    std                  | 0.943       |
|    value_loss           | 2.7         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 208         |
|    ep_rew_mean          | 9.27        |
|    success_rate         | 0.13        |
| time/                   |             |
|    fps                  | 213         |
|    iterations           | 15          |
|    time_elapsed         | 287         |
|    total_timesteps      | 61440       |
| train/                  |             |
|    approx_kl            | 0.014992466 |
|    clip_fraction        | 0.138       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.08       |
|    explained_variance   | 0.832       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.512       |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.00939    |
|    std                  | 0.943       |
|    value_loss           | 2.41        |
-----------------------------------------
[2026-05-17 13:41:26] N3FZ_TRAIN_HEARTBEAT config=decouple_deepsets_obs steps=63980/750000 percent=  8.53% rate=   213.3 step/s eta=  53.61 min recent_reward=8.766
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 208        |
|    ep_rew_mean          | 9.06       |
|    success_rate         | 0.13       |
| time/                   |            |
|    fps                  | 213        |
|    iterations           | 16         |
|    time_elapsed         | 306        |
|    total_timesteps      | 65536      |
| train/                  |            |
|    approx_kl            | 0.01409301 |
|    clip_fraction        | 0.128      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.08      |
|    explained_variance   | 0.884      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.323      |
|    n_updates            | 150        |
|    policy_gradient_loss | -0.00657   |
|    std                  | 0.945      |
|    value_loss           | 1.55       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 197         |
|    ep_rew_mean          | 9.83        |
|    success_rate         | 0.16        |
| time/                   |             |
|    fps                  | 213         |
|    iterations           | 17          |
|    time_elapsed         | 326         |
|    total_timesteps      | 69632       |
| train/                  |             |
|    approx_kl            | 0.012862276 |
|    clip_fraction        | 0.142       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.08       |
|    explained_variance   | 0.853       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.274       |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.00482    |
|    std                  | 0.943       |
|    value_loss           | 1.99        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 188         |
|    ep_rew_mean          | 9.51        |
|    success_rate         | 0.14        |
| time/                   |             |
|    fps                  | 213         |
|    iterations           | 18          |
|    time_elapsed         | 345         |
|    total_timesteps      | 73728       |
| train/                  |             |
|    approx_kl            | 0.018036539 |
|    clip_fraction        | 0.184       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.08       |
|    explained_variance   | 0.728       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.651       |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.00575    |
|    std                  | 0.943       |
|    value_loss           | 3.48        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 170         |
|    ep_rew_mean          | 9.03        |
|    success_rate         | 0.13        |
| time/                   |             |
|    fps                  | 213         |
|    iterations           | 19          |
|    time_elapsed         | 364         |
|    total_timesteps      | 77824       |
| train/                  |             |
|    approx_kl            | 0.012585225 |
|    clip_fraction        | 0.127       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.07       |
|    explained_variance   | 0.739       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.609       |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.00397    |
|    std                  | 0.942       |
|    value_loss           | 2.92        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 169         |
|    ep_rew_mean          | 9.42        |
|    success_rate         | 0.12        |
| time/                   |             |
|    fps                  | 213         |
|    iterations           | 20          |
|    time_elapsed         | 382         |
|    total_timesteps      | 81920       |
| train/                  |             |
|    approx_kl            | 0.014129374 |
|    clip_fraction        | 0.12        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.07       |
|    explained_variance   | 0.844       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.35        |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.00592    |
|    std                  | 0.942       |
|    value_loss           | 1.98        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 169        |
|    ep_rew_mean          | 8.9        |
|    success_rate         | 0.11       |
| time/                   |            |
|    fps                  | 213        |
|    iterations           | 21         |
|    time_elapsed         | 403        |
|    total_timesteps      | 86016      |
| train/                  |            |
|    approx_kl            | 0.01807468 |
|    clip_fraction        | 0.167      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.07      |
|    explained_variance   | 0.825      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.27       |
|    n_updates            | 200        |
|    policy_gradient_loss | -0.00543   |
|    std                  | 0.942      |
|    value_loss           | 1.74       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 181        |
|    ep_rew_mean          | 8.84       |
|    success_rate         | 0.09       |
| time/                   |            |
|    fps                  | 213        |
|    iterations           | 22         |
|    time_elapsed         | 422        |
|    total_timesteps      | 90112      |
| train/                  |            |
|    approx_kl            | 0.02105403 |
|    clip_fraction        | 0.202      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.06      |
|    explained_variance   | 0.827      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.976      |
|    n_updates            | 210        |
|    policy_gradient_loss | -0.00655   |
|    std                  | 0.936      |
|    value_loss           | 2.81       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 185         |
|    ep_rew_mean          | 10.1        |
|    success_rate         | 0.12        |
| time/                   |             |
|    fps                  | 213         |
|    iterations           | 23          |
|    time_elapsed         | 440         |
|    total_timesteps      | 94208       |
| train/                  |             |
|    approx_kl            | 0.020986505 |
|    clip_fraction        | 0.206       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.04       |
|    explained_variance   | 0.873       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.227       |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.0078     |
|    std                  | 0.931       |
|    value_loss           | 1.1         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 194         |
|    ep_rew_mean          | 10.4        |
|    success_rate         | 0.13        |
| time/                   |             |
|    fps                  | 213         |
|    iterations           | 24          |
|    time_elapsed         | 459         |
|    total_timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.018967774 |
|    clip_fraction        | 0.194       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.04       |
|    explained_variance   | 0.859       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.27        |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.00769    |
|    std                  | 0.935       |
|    value_loss           | 1.64        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 193        |
|    ep_rew_mean          | 10.3       |
|    success_rate         | 0.13       |
| time/                   |            |
|    fps                  | 213        |
|    iterations           | 25         |
|    time_elapsed         | 478        |
|    total_timesteps      | 102400     |
| train/                  |            |
|    approx_kl            | 0.02150094 |
|    clip_fraction        | 0.238      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.05      |
|    explained_variance   | 0.897      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.474      |
|    n_updates            | 240        |
|    policy_gradient_loss | -0.00687   |
|    std                  | 0.938      |
|    value_loss           | 1.65       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 191         |
|    ep_rew_mean          | 10.6        |
|    success_rate         | 0.13        |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 26          |
|    time_elapsed         | 497         |
|    total_timesteps      | 106496      |
| train/                  |             |
|    approx_kl            | 0.021874744 |
|    clip_fraction        | 0.219       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.05       |
|    explained_variance   | 0.78        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.763       |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.00742    |
|    std                  | 0.935       |
|    value_loss           | 2.85        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 192         |
|    ep_rew_mean          | 11.3        |
|    success_rate         | 0.17        |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 27          |
|    time_elapsed         | 516         |
|    total_timesteps      | 110592      |
| train/                  |             |
|    approx_kl            | 0.023675214 |
|    clip_fraction        | 0.236       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.05       |
|    explained_variance   | 0.828       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.279       |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.00662    |
|    std                  | 0.938       |
|    value_loss           | 1.99        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 191         |
|    ep_rew_mean          | 11.6        |
|    success_rate         | 0.18        |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 28          |
|    time_elapsed         | 535         |
|    total_timesteps      | 114688      |
| train/                  |             |
|    approx_kl            | 0.025660343 |
|    clip_fraction        | 0.238       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.05       |
|    explained_variance   | 0.831       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.346       |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.00534    |
|    std                  | 0.933       |
|    value_loss           | 1.98        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 183         |
|    ep_rew_mean          | 12.1        |
|    success_rate         | 0.18        |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 29          |
|    time_elapsed         | 554         |
|    total_timesteps      | 118784      |
| train/                  |             |
|    approx_kl            | 0.021082047 |
|    clip_fraction        | 0.216       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.03       |
|    explained_variance   | 0.792       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.667       |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.00669    |
|    std                  | 0.928       |
|    value_loss           | 2.39        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 183         |
|    ep_rew_mean          | 11.8        |
|    success_rate         | 0.16        |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 30          |
|    time_elapsed         | 573         |
|    total_timesteps      | 122880      |
| train/                  |             |
|    approx_kl            | 0.029494302 |
|    clip_fraction        | 0.219       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.02       |
|    explained_variance   | 0.841       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.227       |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.00528    |
|    std                  | 0.929       |
|    value_loss           | 1.37        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 179        |
|    ep_rew_mean          | 12.3       |
|    success_rate         | 0.16       |
| time/                   |            |
|    fps                  | 214        |
|    iterations           | 31         |
|    time_elapsed         | 592        |
|    total_timesteps      | 126976     |
| train/                  |            |
|    approx_kl            | 0.02087474 |
|    clip_fraction        | 0.217      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.02      |
|    explained_variance   | 0.762      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.556      |
|    n_updates            | 300        |
|    policy_gradient_loss | -0.00721   |
|    std                  | 0.926      |
|    value_loss           | 3.35       |
----------------------------------------
[2026-05-17 13:46:26] N3FZ_TRAIN_HEARTBEAT config=decouple_deepsets_obs steps=128140/750000 percent= 17.09% rate=   213.6 step/s eta=  48.53 min recent_reward=11.405
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 187         |
|    ep_rew_mean          | 12.3        |
|    success_rate         | 0.17        |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 32          |
|    time_elapsed         | 612         |
|    total_timesteps      | 131072      |
| train/                  |             |
|    approx_kl            | 0.026162978 |
|    clip_fraction        | 0.245       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.02       |
|    explained_variance   | 0.856       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.246       |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.00684    |
|    std                  | 0.927       |
|    value_loss           | 1.45        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 185        |
|    ep_rew_mean          | 12.5       |
|    success_rate         | 0.17       |
| time/                   |            |
|    fps                  | 213        |
|    iterations           | 33         |
|    time_elapsed         | 631        |
|    total_timesteps      | 135168     |
| train/                  |            |
|    approx_kl            | 0.01960003 |
|    clip_fraction        | 0.232      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.01      |
|    explained_variance   | 0.814      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.285      |
|    n_updates            | 320        |
|    policy_gradient_loss | -0.00735   |
|    std                  | 0.924      |
|    value_loss           | 2.36       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 183         |
|    ep_rew_mean          | 12          |
|    success_rate         | 0.14        |
| time/                   |             |
|    fps                  | 213         |
|    iterations           | 34          |
|    time_elapsed         | 651         |
|    total_timesteps      | 139264      |
| train/                  |             |
|    approx_kl            | 0.028080767 |
|    clip_fraction        | 0.25        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.01       |
|    explained_variance   | 0.818       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.363       |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.004      |
|    std                  | 0.927       |
|    value_loss           | 2.25        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 187         |
|    ep_rew_mean          | 13.8        |
|    success_rate         | 0.18        |
| time/                   |             |
|    fps                  | 213         |
|    iterations           | 35          |
|    time_elapsed         | 670         |
|    total_timesteps      | 143360      |
| train/                  |             |
|    approx_kl            | 0.030925877 |
|    clip_fraction        | 0.222       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.01       |
|    explained_variance   | 0.874       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.185       |
|    n_updates            | 340         |
|    policy_gradient_loss | -0.00903    |
|    std                  | 0.925       |
|    value_loss           | 1.37        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 168         |
|    ep_rew_mean          | 13.8        |
|    success_rate         | 0.13        |
| time/                   |             |
|    fps                  | 213         |
|    iterations           | 36          |
|    time_elapsed         | 690         |
|    total_timesteps      | 147456      |
| train/                  |             |
|    approx_kl            | 0.026131557 |
|    clip_fraction        | 0.256       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4          |
|    explained_variance   | 0.87        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.254       |
|    n_updates            | 350         |
|    policy_gradient_loss | -0.00856    |
|    std                  | 0.919       |
|    value_loss           | 1.79        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 168         |
|    ep_rew_mean          | 13.9        |
|    success_rate         | 0.13        |
| time/                   |             |
|    fps                  | 213         |
|    iterations           | 37          |
|    time_elapsed         | 709         |
|    total_timesteps      | 151552      |
| train/                  |             |
|    approx_kl            | 0.022288578 |
|    clip_fraction        | 0.238       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.99       |
|    explained_variance   | 0.857       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.301       |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.00542    |
|    std                  | 0.917       |
|    value_loss           | 2.32        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 170         |
|    ep_rew_mean          | 15.5        |
|    success_rate         | 0.18        |
| time/                   |             |
|    fps                  | 213         |
|    iterations           | 38          |
|    time_elapsed         | 729         |
|    total_timesteps      | 155648      |
| train/                  |             |
|    approx_kl            | 0.025434718 |
|    clip_fraction        | 0.226       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.98       |
|    explained_variance   | 0.833       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.427       |
|    n_updates            | 370         |
|    policy_gradient_loss | -0.00523    |
|    std                  | 0.91        |
|    value_loss           | 2.31        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 158         |
|    ep_rew_mean          | 14.8        |
|    success_rate         | 0.17        |
| time/                   |             |
|    fps                  | 213         |
|    iterations           | 39          |
|    time_elapsed         | 749         |
|    total_timesteps      | 159744      |
| train/                  |             |
|    approx_kl            | 0.023907632 |
|    clip_fraction        | 0.23        |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.96       |
|    explained_variance   | 0.856       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.292       |
|    n_updates            | 380         |
|    policy_gradient_loss | -0.00192    |
|    std                  | 0.908       |
|    value_loss           | 2.14        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 172        |
|    ep_rew_mean          | 15.1       |
|    success_rate         | 0.21       |
| time/                   |            |
|    fps                  | 213        |
|    iterations           | 40         |
|    time_elapsed         | 768        |
|    total_timesteps      | 163840     |
| train/                  |            |
|    approx_kl            | 0.02711196 |
|    clip_fraction        | 0.248      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.95      |
|    explained_variance   | 0.82       |
|    learning_rate        | 0.0003     |
|    loss                 | 0.479      |
|    n_updates            | 390        |
|    policy_gradient_loss | -0.00317   |
|    std                  | 0.907      |
|    value_loss           | 2.77       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 175        |
|    ep_rew_mean          | 16.6       |
|    success_rate         | 0.26       |
| time/                   |            |
|    fps                  | 213        |
|    iterations           | 41         |
|    time_elapsed         | 787        |
|    total_timesteps      | 167936     |
| train/                  |            |
|    approx_kl            | 0.02573804 |
|    clip_fraction        | 0.253      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.95      |
|    explained_variance   | 0.781      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.333      |
|    n_updates            | 400        |
|    policy_gradient_loss | -0.00223   |
|    std                  | 0.903      |
|    value_loss           | 2.36       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 163         |
|    ep_rew_mean          | 16.2        |
|    success_rate         | 0.23        |
| time/                   |             |
|    fps                  | 213         |
|    iterations           | 42          |
|    time_elapsed         | 805         |
|    total_timesteps      | 172032      |
| train/                  |             |
|    approx_kl            | 0.029530007 |
|    clip_fraction        | 0.264       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.93       |
|    explained_variance   | 0.762       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.425       |
|    n_updates            | 410         |
|    policy_gradient_loss | -0.00182    |
|    std                  | 0.902       |
|    value_loss           | 2.57        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
